date,group,subscribers,source
2026-05-17,ASTRO,5510000,daily
2026-05-17,Stray Kids,23800000,daily
2026-05-17,Geenius,43600,daily
2026-05-17,KiiiKiii,452000,daily
2026-05-17,SEVENTEEN,17200000,daily
2026-05-17,ablume,95600,daily
2026-05-17,TEMPEST,511000,daily
2026-05-17,KIIRAS,195000,daily
2026-05-17,NCT DREAM,7070000,daily
2026-05-17,USPEER,31400,daily
2026-05-17,Hearts2Hearts,2510000,daily
2026-05-17,BOYNEXTDOOR,2270000,daily
2026-05-17,TXT,13400000,daily
2026-05-17,W!TCHX,8600,daily
2026-05-17,UNICODE,1010,daily
2026-05-17,UDTT,107000,daily
2026-05-17,PENTAGON,1680000,daily
2026-05-17,ALLDAY PROJECT,1100000,daily
2026-05-17,PRIMROSE,133000,daily
2026-05-17,TWS,1920000,daily
2026-05-17,CRAXY,238000,daily
2026-05-17,Baby DONT Cry,643000,daily
2026-05-17,Xdinary Heroes,1240000,daily
2026-05-17,MONSTA X,2610000,daily
2026-05-17,DKB,217000,daily
2026-05-17,ONEUS,1590000,daily
2026-05-17,CIX,1010000,daily
2026-05-17,WEi,695000,daily
2026-05-17,BAE173,251000,daily
2026-05-17,WHIB,647000,daily
2026-05-17,POW,188000,daily
2026-05-17,MIRAE,394000,daily
2026-05-17,DAY6,2290000,daily
2026-05-17,NINE.i,237000,daily
2026-05-17,KickFlip,665000,daily
2026-05-17,"Golden Child, GNCD",379000,daily
2026-05-17,ALL(H)OURS,356000,daily
2026-05-17,8TURN,1270000,daily
2026-05-17,NOMAD,60400,daily
2026-05-17,The KingDom,380000,daily
2026-05-17,THE NEW SIX,806000,daily
2026-05-17,E'LAST,284000,daily
2026-05-17,EPEX,555000,daily
2026-05-17,AMPERS&ONE,334000,daily
2026-05-17,YOUNITE,124000,daily
2026-05-17,NCHIVE,82700,daily
2026-05-17,VANNER,99900,daily
2026-05-17,ATBO,172000,daily
2026-05-17,OMEGA X,393000,daily
2026-05-17,NouerA,221000,daily
2026-05-17,FANTASY BOYS,75000,daily
2026-05-17,AIMERS,62200,daily
2026-05-17,TRENDZ,189000,daily
2026-05-17,NEXZ,527000,daily
2026-05-17,EVNNE,654000,daily
2026-05-17,ARrC,411000,daily
2026-05-17,DXMON,65700,daily
2026-05-17,WAKER,78700,daily
2026-05-17,ONE PACT,157000,daily
2026-05-17,LUN8,942000,daily
2026-05-17,82MAJOR,545000,daily
2026-05-17,CRAVITY,881000,daily
2026-05-17,xikers,976000,daily
2026-05-17,The Wind,735000,daily
2026-05-17,TIOT,86400,daily
2026-05-17,n.SSign,96800,daily
2026-05-17,NOWZ,177000,daily
2026-05-17,SEVENUS,23700,daily
2026-05-17,BLITZERS,219000,daily
2026-05-17,MCND,376000,daily
2026-05-17,ONF,277000,daily
2026-05-17,XODIAC,714000,daily
2026-05-17,DRIPPIN,517000,daily
2026-05-17,ATEEZ,4900000,daily
2026-05-17,ALPHA DRIVE ONE,715000,daily
2026-05-17,XLOV,1080000,daily
2026-05-17,ASC2NT,95600,daily
2026-05-17,LNGSHOT,1500000,daily
2026-05-17,DayChild,3730,daily
2026-05-17,Dragon Pony,40500,daily
2026-05-17,AEONIT,19600,daily
2026-05-17,PICKUS,8690,daily
2026-05-17,IDID,152000,daily
2026-05-17,AxMxP,314000,daily
2026-05-17,NAZE,10500,daily
2026-05-17,YUHZ,29900,daily
2026-05-17,idntt,836000,daily
2026-05-17,AM8IC,12100,daily
2026-05-17,HAWW,52800,daily
2026-05-17,ALLDAY PROJECT,1100000,daily
2026-05-17,EASTSHINE,44100,daily
2026-05-17,AHOF,558000,daily
2026-05-17,B.D.U,34800,daily
2026-05-17,NEWBEAT,94400,daily
2026-05-17,CLOSE YOUR EYES,708000,daily
2026-05-17,BE BOYS,14400,daily
2026-05-17,WATERFIRE,5450,daily
2026-05-17,CORTIS,4260000,daily
2026-05-18,OH MY GIRL,1050000,daily
2026-05-18,ITZY,9910000,daily
2026-05-18,CSR,137000,daily
2026-05-18,LE SSERAFIM,7300000,daily
2026-05-18,ADYA,15600,daily
2026-05-18,BLACKSWAN,908000,daily
2026-05-18,PURPLE KISS,699000,daily
2026-05-18,WJSN,322000,daily
2026-05-18,izna,1990000,daily
2026-05-18,SMN,481000,daily
2026-05-18,FIFTY FIFTY,2180000,daily
2026-05-18,YOUNG POSSE,357000,daily
2026-05-18,ILY:1,167000,daily
2026-05-18,Weeekly,416000,daily
2026-05-18,BLACKPINK,101000000,daily
2026-05-18,Tracer,3640,daily
2026-05-18,QWER,1330000,daily
2026-05-18,NMIXX,4410000,daily
2026-05-18,ICHILLIN',111000,daily
2026-05-18,Rocket Punch,199000,daily
2026-05-18,ILLIT,4200000,daily
2026-05-18,VIVIZ,743000,daily
2026-05-18,TRI.BE,647000,daily
2026-05-18,IVE,5070000,daily
2026-05-18,BEWAVE,215000,daily
2026-05-18,NewJeans,8370000,daily
2026-05-18,WOOAH,414000,daily
2026-05-18,Billlie,775000,daily
2026-05-18,BABYMONSTER,12000000,daily
2026-05-18,IRRIS,48500,daily
2026-05-18,H1-KEY,433000,daily
2026-05-18,MEOVV,1180000,daily
2026-05-18,Kep1er,2540000,daily
2026-05-18,UNIS,839000,daily
2026-05-18,fromis_9,1280000,daily
2026-05-18,ARTBEAT v,5020000,daily
2026-05-18,MADEIN,192000,daily
2026-05-18,Candy Shop,35000,daily
2026-05-18,BADVILLAIN,183000,daily
2026-05-18,KISS OF LIFE,2090000,daily
2026-05-18,i-dle,9670000,daily
2026-05-18,tripleS,2930000,daily
2026-05-18,STAYC,1840000,daily
2026-05-18,aespa,8360000,daily
2026-05-18,RESCENE,357000,daily
2026-05-18,CLASS:y,331000,daily
2026-05-18,Dreamcatcher,1780000,daily
2026-05-18,Red Velvet,5550000,daily
2026-05-18,ARTMS,1050000,daily
2026-05-18,TWICE,19300000,daily
2026-05-18,We;Na,28300,daily
2026-05-18,Xdinary Heroes,1240000,daily
2026-05-18,KIIRAS,196000,daily
2026-05-18,I:MOND,15900,daily
2026-05-18,LOVEONE,25100,daily
2026-05-18,CRAXY,238000,daily
2026-05-18,ALLDAY PROJECT,1100000,daily
2026-05-18,SEVENTEEN,17200000,daily
2026-05-18,AtHeart,1480000,daily
2026-05-18,NCT 127,5640000,daily
2026-05-18,PRIMROSE,133000,daily
2026-05-18,VVS,68600,daily
2026-05-18,Geenius,43700,daily
2026-05-18,ablume,95700,daily
2026-05-18,SECRET NUMBER,1600000,daily
2026-05-18,NCT DREAM,7070000,daily
2026-05-18,ifeye,289000,daily
2026-05-18,ODD YOUTH,38400,daily
2026-05-18,ENHYPEN,13700000,daily
2026-05-18,Baby DONT Cry,643000,daily
2026-05-18,ZEROBASEONE,2100000,daily
2026-05-18,THE BOYZ,2250000,daily
2026-05-18,Loossemble,234000,daily
2026-05-18,Ikon,8670000,daily
2026-05-18,Stray Kids,23800000,daily
2026-05-18,TEMPEST,511000,daily
2026-05-18,AB6IX,504000,daily
2026-05-18,P1Harmony,1710000,daily
2026-05-18,UDTT,107000,daily
2026-05-18,SF9,996000,daily
2026-05-18,UNICODE,1010,daily
2026-05-18,USPEER,31500,daily
2026-05-18,TXT,13400000,daily
2026-05-18,PLAVE,1170000,daily
2026-05-18,Hearts2Hearts,2520000,daily
2026-05-18,KiiiKiii,453000,daily
2026-05-18,W!TCHX,8600,daily
2026-05-18,Burvey,66900,daily
2026-05-18,SPIA,2280,daily
2026-05-18,MONSTA X,2610000,daily
2026-05-18,PENTAGON,1680000,daily
2026-05-18,BTS,84300000,daily
2026-05-18,RIIZE,2010000,daily
2026-05-18,TWS,1930000,daily
2026-05-18,ASTRO,5510000,daily
2026-05-18,BOYNEXTDOOR,2270000,daily
2026-05-18,HITGS,70600,daily
2026-05-18,TREASURE,7940000,daily
2026-05-18,IRISÉ,97300,daily
2026-05-18,SMORZ,137000,daily
2026-05-18,NouerA,221000,daily
2026-05-18,NOWZ,177000,daily
2026-05-18,DXMON,65700,daily
2026-05-18,ONF,277000,daily
2026-05-18,BLITZERS,219000,daily
2026-05-18,EVNNE,654000,daily
2026-05-18,xikers,976000,daily
2026-05-18,TIOT,86400,daily
2026-05-18,CRAVITY,882000,daily
2026-05-18,82MAJOR,545000,daily
2026-05-18,NEXZ,528000,daily
2026-05-18,ATBO,172000,daily
2026-05-18,n.SSign,96800,daily
2026-05-18,BAE173,251000,daily
2026-05-18,ONE PACT,157000,daily
2026-05-18,XODIAC,715000,daily
2026-05-18,OMEGA X,393000,daily
2026-05-18,ARrC,411000,daily
2026-05-18,POW,188000,daily
2026-05-18,MIRAE,394000,daily
2026-05-18,The KingDom,380000,daily
2026-05-18,The Wind,735000,daily
2026-05-18,ATEEZ,4900000,daily
2026-05-18,NCHIVE,82700,daily
2026-05-18,ONEUS,1590000,daily
2026-05-18,ALL(H)OURS,357000,daily
2026-05-18,THE NEW SIX,806000,daily
2026-05-18,SEVENUS,23700,daily
2026-05-18,NINE.i,237000,daily
2026-05-18,DAY6,2290000,daily
2026-05-18,AIMERS,62200,daily
2026-05-18,DKB,217000,daily
2026-05-18,WEi,695000,daily
2026-05-18,YOUNITE,124000,daily
2026-05-18,MCND,376000,daily
2026-05-18,EPEX,555000,daily
2026-05-18,WHIB,647000,daily
2026-05-18,NOMAD,60400,daily
2026-05-18,WAKER,78700,daily
2026-05-18,TRENDZ,189000,daily
2026-05-18,AMPERS&ONE,334000,daily
2026-05-18,KickFlip,666000,daily
2026-05-18,LUN8,942000,daily
2026-05-18,8TURN,1270000,daily
2026-05-18,CIX,1010000,daily
2026-05-18,"Golden Child, GNCD",379000,daily
2026-05-18,E'LAST,284000,daily
2026-05-18,FANTASY BOYS,75000,daily
2026-05-18,DRIPPIN,517000,daily
2026-05-18,VANNER,99900,daily
2026-05-18,AM8IC,12100,daily
2026-05-18,LNGSHOT,1500000,daily
2026-05-18,NEWBEAT,94500,daily
2026-05-18,PICKUS,8690,daily
2026-05-18,CORTIS,4280000,daily
2026-05-18,AxMxP,314000,daily
2026-05-18,HAWW,52800,daily
2026-05-18,BE BOYS,14400,daily
2026-05-18,AHOF,558000,daily
2026-05-18,YUHZ,30100,daily
2026-05-18,idntt,836000,daily
2026-05-18,DayChild,3730,daily
2026-05-18,EASTSHINE,44100,daily
2026-05-18,Dragon Pony,40500,daily
2026-05-18,ALLDAY PROJECT,1100000,daily
2026-05-18,WATERFIRE,5450,daily
2026-05-18,B.D.U,34800,daily
2026-05-18,XLOV,1080000,daily
2026-05-18,NAZE,11400,daily
2026-05-18,ASC2NT,95500,daily
2026-05-18,AEONIT,19600,daily
2026-05-18,CLOSE YOUR EYES,708000,daily
2026-05-18,IDID,152000,daily
2026-05-18,ALPHA DRIVE ONE,716000,daily
2026-05-19,Kep1er,2540000,daily
2026-05-19,OH MY GIRL,1050000,daily
2026-05-19,STAYC,1840000,daily
2026-05-19,LE SSERAFIM,7310000,daily
2026-05-19,BADVILLAIN,183000,daily
2026-05-19,IRRIS,48500,daily
2026-05-19,CSR,137000,daily
2026-05-19,BABYMONSTER,12000000,daily
2026-05-19,Red Velvet,5550000,daily
2026-05-19,TWICE,19300000,daily
2026-05-19,SMN,481000,daily
2026-05-19,MADEIN,192000,daily
2026-05-19,MEOVV,1180000,daily
2026-05-19,Dreamcatcher,1780000,daily
2026-05-19,VIVIZ,743000,daily
2026-05-19,ITZY,9910000,daily
2026-05-19,fromis_9,1280000,daily
2026-05-19,izna,1990000,daily
2026-05-19,YOUNG POSSE,356000,daily
2026-05-19,CLASS:y,331000,daily
2026-05-19,TRI.BE,647000,daily
2026-05-19,Weeekly,416000,daily
2026-05-19,aespa,8360000,daily
2026-05-19,IVE,5070000,daily
2026-05-19,PURPLE KISS,699000,daily
2026-05-19,ARTBEAT v,5020000,daily
2026-05-19,i-dle,9670000,daily
2026-05-19,UNIS,839000,daily
2026-05-19,WJSN,322000,daily
2026-05-19,RESCENE,358000,daily
2026-05-19,ILLIT,4220000,daily
2026-05-19,H1-KEY,433000,daily
2026-05-19,KISS OF LIFE,2090000,daily
2026-05-19,BLACKSWAN,907000,daily
2026-05-19,WOOAH,414000,daily
2026-05-19,ARTMS,1050000,daily
2026-05-19,NMIXX,4420000,daily
2026-05-19,tripleS,2930000,daily
2026-05-19,BLACKPINK,101000000,daily
2026-05-19,Billlie,776000,daily
2026-05-19,Tracer,3640,daily
2026-05-19,NewJeans,8370000,daily
2026-05-19,ILY:1,167000,daily
2026-05-19,Rocket Punch,199000,daily
2026-05-19,ADYA,15600,daily
2026-05-19,ICHILLIN',111000,daily
2026-05-19,QWER,1330000,daily
2026-05-19,BEWAVE,215000,daily
2026-05-19,FIFTY FIFTY,2180000,daily
2026-05-19,Candy Shop,35000,daily
2026-05-19,ASTRO,5510000,daily
2026-05-19,W!TCHX,8600,daily
2026-05-19,AtHeart,1480000,daily
2026-05-19,KIIRAS,198000,daily
2026-05-19,KiiiKiii,454000,daily
2026-05-19,ENHYPEN,13700000,daily
2026-05-19,Baby DONT Cry,643000,daily
2026-05-19,ZEROBASEONE,2110000,daily
2026-05-19,SECRET NUMBER,1600000,daily
2026-05-19,Burvey,66900,daily
2026-05-19,ALLDAY PROJECT,1100000,daily
2026-05-19,ODD YOUTH,38600,daily
2026-05-19,SPIA,2280,daily
2026-05-19,TXT,13400000,daily
2026-05-19,LOVEONE,25100,daily
2026-05-19,Stray Kids,23800000,daily
2026-05-19,I:MOND,15900,daily
2026-05-19,Loossemble,234000,daily
2026-05-19,VVS,68600,daily
2026-05-19,CRAXY,238000,daily
2026-05-19,TREASURE,7940000,daily
2026-05-19,PENTAGON,1680000,daily
2026-05-19,AB6IX,504000,daily
2026-05-19,RIIZE,2010000,daily
2026-05-19,BTS,84400000,daily
2026-05-19,NCT DREAM,7070000,daily
2026-05-19,Xdinary Heroes,1240000,daily
2026-05-19,ablume,95700,daily
2026-05-19,UDTT,107000,daily
2026-05-19,P1Harmony,1710000,daily
2026-05-19,PRIMROSE,133000,daily
2026-05-19,TEMPEST,511000,daily
2026-05-19,USPEER,31500,daily
2026-05-19,UNICODE,1010,daily
2026-05-19,Ikon,8660000,daily
2026-05-19,THE BOYZ,2250000,daily
2026-05-19,BOYNEXTDOOR,2270000,daily
2026-05-19,SEVENTEEN,17300000,daily
2026-05-19,ifeye,289000,daily
2026-05-19,SMORZ,137000,daily
2026-05-19,HITGS,70600,daily
2026-05-19,SF9,996000,daily
2026-05-19,NCT 127,5630000,daily
2026-05-19,MONSTA X,2610000,daily
2026-05-19,Hearts2Hearts,2530000,daily
2026-05-19,We;Na,28300,daily
2026-05-19,IRISÉ,97400,daily
2026-05-19,TWS,1930000,daily
2026-05-19,Geenius,43800,daily
2026-05-19,PLAVE,1170000,daily
2026-05-19,BAE173,251000,daily
2026-05-19,DKB,217000,daily
2026-05-19,NouerA,221000,daily
2026-05-19,YOUNITE,125000,daily
2026-05-19,EPEX,555000,daily
2026-05-19,DAY6,2290000,daily
2026-05-19,CIX,1010000,daily
2026-05-19,AIMERS,62200,daily
2026-05-19,EVNNE,654000,daily
2026-05-19,MCND,376000,daily
2026-05-19,WHIB,647000,daily
2026-05-19,BLITZERS,219000,daily
2026-05-19,FANTASY BOYS,75000,daily
2026-05-19,xikers,976000,daily
2026-05-19,WAKER,78700,daily
2026-05-19,TRENDZ,189000,daily
2026-05-19,82MAJOR,545000,daily
2026-05-19,OMEGA X,393000,daily
2026-05-19,ONF,277000,daily
2026-05-19,ONEUS,1590000,daily
2026-05-19,8TURN,1270000,daily
2026-05-19,The KingDom,380000,daily
2026-05-19,AMPERS&ONE,334000,daily
2026-05-19,The Wind,734000,daily
2026-05-19,THE NEW SIX,806000,daily
2026-05-19,n.SSign,96800,daily
2026-05-19,TIOT,86400,daily
2026-05-19,NOMAD,60300,daily
2026-05-19,POW,188000,daily
2026-05-19,NCHIVE,82700,daily
2026-05-19,LUN8,942000,daily
2026-05-19,NOWZ,177000,daily
2026-05-19,"Golden Child, GNCD",379000,daily
2026-05-19,WEi,695000,daily
2026-05-19,ARrC,411000,daily
2026-05-19,E'LAST,284000,daily
2026-05-19,KickFlip,666000,daily
2026-05-19,MIRAE,394000,daily
2026-05-19,NEXZ,529000,daily
2026-05-19,ALL(H)OURS,357000,daily
2026-05-19,CRAVITY,886000,daily
2026-05-19,NINE.i,237000,daily
2026-05-19,ONE PACT,157000,daily
2026-05-19,ATBO,172000,daily
2026-05-19,DXMON,65700,daily
2026-05-19,SEVENUS,23700,daily
2026-05-19,DRIPPIN,517000,daily
2026-05-19,VANNER,99900,daily
2026-05-19,XODIAC,715000,daily
2026-05-19,ATEEZ,4900000,daily
2026-05-19,ASC2NT,95500,daily
2026-05-19,AM8IC,12100,daily
2026-05-19,CORTIS,4310000,daily
2026-05-19,CLOSE YOUR EYES,708000,daily
2026-05-19,WATERFIRE,5450,daily
2026-05-19,YUHZ,30300,daily
2026-05-19,AHOF,558000,daily
2026-05-19,XLOV,1090000,daily
2026-05-19,NAZE,12500,daily
2026-05-19,PICKUS,8690,daily
2026-05-19,Dragon Pony,40500,daily
2026-05-19,B.D.U,34800,daily
2026-05-19,IDID,153000,daily
2026-05-19,NEWBEAT,94500,daily
2026-05-19,idntt,836000,daily
2026-05-19,BE BOYS,14400,daily
2026-05-19,AEONIT,19600,daily
2026-05-19,AxMxP,314000,daily
2026-05-19,ALPHA DRIVE ONE,716000,daily
2026-05-19,EASTSHINE,44100,daily
2026-05-19,DayChild,3730,daily
2026-05-19,LNGSHOT,1510000,daily
2026-05-19,ALLDAY PROJECT,1100000,daily
2026-05-19,HAWW,52700,daily
2026-05-20,BABYMONSTER,12000000,daily
2026-05-20,i-dle,9670000,daily
2026-05-20,Billlie,777000,daily
2026-05-20,CLASS:y,331000,daily
2026-05-20,PURPLE KISS,699000,daily
2026-05-20,NMIXX,4430000,daily
2026-05-20,Dreamcatcher,1780000,daily
2026-05-20,TRI.BE,647000,daily
2026-05-20,IVE,5070000,daily
2026-05-20,ILLIT,4230000,daily
2026-05-20,OH MY GIRL,1050000,daily
2026-05-20,Tracer,3640,daily
2026-05-20,BADVILLAIN,183000,daily
2026-05-20,Red Velvet,5550000,daily
2026-05-20,QWER,1330000,daily
2026-05-20,SMN,482000,daily
2026-05-20,WJSN,322000,daily
2026-05-20,KISS OF LIFE,2090000,daily
2026-05-20,Candy Shop,35000,daily
2026-05-20,VIVIZ,743000,daily
2026-05-20,Weeekly,416000,daily
2026-05-20,ITZY,9920000,daily
2026-05-20,YOUNG POSSE,357000,daily
2026-05-20,ARTMS,1050000,daily
2026-05-20,Kep1er,2540000,daily
2026-05-20,tripleS,2930000,daily
2026-05-20,LE SSERAFIM,7310000,daily
2026-05-20,MADEIN,192000,daily
2026-05-20,ADYA,15600,daily
2026-05-20,UNIS,839000,daily
2026-05-20,BEWAVE,215000,daily
2026-05-20,IRRIS,48500,daily
2026-05-20,BLACKPINK,101000000,daily
2026-05-20,MEOVV,1190000,daily
2026-05-20,aespa,8370000,daily
2026-05-20,izna,1990000,daily
2026-05-20,NewJeans,8370000,daily
2026-05-20,BLACKSWAN,907000,daily
2026-05-20,ICHILLIN',111000,daily
2026-05-20,WOOAH,414000,daily
2026-05-20,ILY:1,167000,daily
2026-05-20,ARTBEAT v,5020000,daily
2026-05-20,fromis_9,1280000,daily
2026-05-20,CSR,137000,daily
2026-05-20,FIFTY FIFTY,2180000,daily
2026-05-20,STAYC,1840000,daily
2026-05-20,Rocket Punch,199000,daily
2026-05-20,TWICE,19300000,daily
2026-05-20,H1-KEY,433000,daily
2026-05-20,RESCENE,360000,daily
2026-05-20,TWS,1930000,daily
2026-05-20,NCT DREAM,7070000,daily
2026-05-20,AB6IX,504000,daily
2026-05-20,ALLDAY PROJECT,1100000,daily
2026-05-20,THE BOYZ,2250000,daily
2026-05-20,Stray Kids,23800000,daily
2026-05-20,Ikon,8660000,daily
2026-05-20,ifeye,289000,daily
2026-05-20,Burvey,66900,daily
2026-05-20,CRAXY,238000,daily
2026-05-20,PENTAGON,1680000,daily
2026-05-20,SEVENTEEN,17300000,daily
2026-05-20,KIIRAS,200000,daily
2026-05-20,LOVEONE,25100,daily
2026-05-20,HITGS,70700,daily
2026-05-20,MONSTA X,2610000,daily
2026-05-20,Xdinary Heroes,1240000,daily
2026-05-20,ODD YOUTH,38700,daily
2026-05-20,TXT,13400000,daily
2026-05-20,ZEROBASEONE,2110000,daily
2026-05-20,ASTRO,5510000,daily
2026-05-20,SF9,996000,daily
2026-05-20,NCT 127,5630000,daily
2026-05-20,Geenius,43900,daily
2026-05-20,AtHeart,1480000,daily
2026-05-20,P1Harmony,1720000,daily
2026-05-20,SMORZ,137000,daily
2026-05-20,W!TCHX,8600,daily
2026-05-20,ENHYPEN,13700000,daily
2026-05-20,I:MOND,15900,daily
2026-05-20,KiiiKiii,455000,daily
2026-05-20,PRIMROSE,133000,daily
2026-05-20,Hearts2Hearts,2540000,daily
2026-05-20,Baby DONT Cry,642000,daily
2026-05-20,SPIA,2280,daily
2026-05-20,PLAVE,1170000,daily
2026-05-20,BTS,84400000,daily
2026-05-20,TREASURE,7940000,daily
2026-05-20,BOYNEXTDOOR,2270000,daily
2026-05-20,RIIZE,2010000,daily
2026-05-20,TEMPEST,511000,daily
2026-05-20,UDTT,107000,daily
2026-05-20,ablume,95700,daily
2026-05-20,SECRET NUMBER,1600000,daily
2026-05-20,Loossemble,234000,daily
2026-05-20,UNICODE,1010,daily
2026-05-20,We;Na,28300,daily
2026-05-20,IRISÉ,97500,daily
2026-05-20,VVS,68800,daily
2026-05-20,USPEER,31500,daily
2026-05-20,DXMON,65700,daily
2026-05-20,POW,188000,daily
2026-05-20,"Golden Child, GNCD",378000,daily
2026-05-20,XODIAC,715000,daily
2026-05-20,ARrC,411000,daily
2026-05-20,ATBO,172000,daily
2026-05-20,n.SSign,96800,daily
2026-05-20,NouerA,221000,daily
2026-05-20,WAKER,78700,daily
2026-05-20,xikers,977000,daily
2026-05-20,ONEUS,1590000,daily
2026-05-20,AMPERS&ONE,335000,daily
2026-05-20,NINE.i,237000,daily
2026-05-20,The Wind,734000,daily
2026-05-20,VANNER,99900,daily
2026-05-20,TRENDZ,189000,daily
2026-05-20,LUN8,942000,daily
2026-05-20,WHIB,647000,daily
2026-05-20,BAE173,251000,daily
2026-05-20,MIRAE,394000,daily
2026-05-20,E'LAST,284000,daily
2026-05-20,AIMERS,62200,daily
2026-05-20,NOWZ,177000,daily
2026-05-20,MCND,376000,daily
2026-05-20,YOUNITE,125000,daily
2026-05-20,ATEEZ,4900000,daily
2026-05-20,WEi,695000,daily
2026-05-20,EPEX,555000,daily
2026-05-20,FANTASY BOYS,75000,daily
2026-05-20,NCHIVE,82700,daily
2026-05-20,DRIPPIN,517000,daily
2026-05-20,EVNNE,654000,daily
2026-05-20,CRAVITY,886000,daily
2026-05-20,SEVENUS,23700,daily
2026-05-20,CIX,1010000,daily
2026-05-20,DKB,217000,daily
2026-05-20,THE NEW SIX,806000,daily
2026-05-20,82MAJOR,545000,daily
2026-05-20,OMEGA X,393000,daily
2026-05-20,KickFlip,666000,daily
2026-05-20,ONE PACT,157000,daily
2026-05-20,ALL(H)OURS,357000,daily
2026-05-20,TIOT,86400,daily
2026-05-20,DAY6,2290000,daily
2026-05-20,ONF,277000,daily
2026-05-20,8TURN,1270000,daily
2026-05-20,The KingDom,380000,daily
2026-05-20,BLITZERS,219000,daily
2026-05-20,NOMAD,60300,daily
2026-05-20,NEXZ,529000,daily
2026-05-20,ALPHA DRIVE ONE,717000,daily
2026-05-20,CLOSE YOUR EYES,708000,daily
2026-05-20,CORTIS,4330000,daily
2026-05-20,WATERFIRE,5450,daily
2026-05-20,BE BOYS,14500,daily
2026-05-20,ALLDAY PROJECT,1100000,daily
2026-05-20,EASTSHINE,44100,daily
2026-05-20,XLOV,1090000,daily
2026-05-20,YUHZ,30500,daily
2026-05-20,AM8IC,12200,daily
2026-05-20,Dragon Pony,40500,daily
2026-05-20,DayChild,3730,daily
2026-05-20,HAWW,52700,daily
2026-05-20,AEONIT,19600,daily
2026-05-20,AxMxP,314000,daily
2026-05-20,NAZE,13900,daily
2026-05-20,ASC2NT,95500,daily
2026-05-20,idntt,837000,daily
2026-05-20,IDID,154000,daily
2026-05-20,AHOF,559000,daily
2026-05-20,LNGSHOT,1520000,daily
2026-05-20,PICKUS,8690,daily
2026-05-20,B.D.U,34800,daily
2026-05-20,NEWBEAT,94600,daily
2026-05-21,Candy Shop,35000,daily
2026-05-21,WOOAH,414000,daily
2026-05-21,tripleS,2930000,daily
2026-05-21,TRI.BE,647000,daily
2026-05-21,CSR,137000,daily
2026-05-21,BEWAVE,215000,daily
2026-05-21,FIFTY FIFTY,2180000,daily
2026-05-21,ADYA,15600,daily
2026-05-21,TWICE,19300000,daily
2026-05-21,UNIS,839000,daily
2026-05-21,BABYMONSTER,12000000,daily
2026-05-21,i-dle,9670000,daily
2026-05-21,ILLIT,4250000,daily
2026-05-21,ITZY,9920000,daily
2026-05-21,Tracer,3640,daily
2026-05-21,BLACKPINK,101000000,daily
2026-05-21,BLACKSWAN,907000,daily
2026-05-21,YOUNG POSSE,357000,daily
2026-05-21,Billlie,778000,daily
2026-05-21,BADVILLAIN,183000,daily
2026-05-21,NewJeans,8370000,daily
2026-05-21,WJSN,322000,daily
2026-05-21,QWER,1330000,daily
2026-05-21,ICHILLIN',111000,daily
2026-05-21,ARTBEAT v,5020000,daily
2026-05-21,aespa,8370000,daily
2026-05-21,KISS OF LIFE,2090000,daily
2026-05-21,Red Velvet,5550000,daily
2026-05-21,fromis_9,1280000,daily
2026-05-21,STAYC,1840000,daily
2026-05-21,SMN,482000,daily
2026-05-21,MADEIN,192000,daily
2026-05-21,IVE,5070000,daily
2026-05-21,izna,1990000,daily
2026-05-21,OH MY GIRL,1050000,daily
2026-05-21,CLASS:y,331000,daily
2026-05-21,Dreamcatcher,1780000,daily
2026-05-21,VIVIZ,743000,daily
2026-05-21,IRRIS,48500,daily
2026-05-21,MEOVV,1190000,daily
2026-05-21,Rocket Punch,199000,daily
2026-05-21,ILY:1,167000,daily
2026-05-21,Kep1er,2540000,daily
2026-05-21,PURPLE KISS,699000,daily
2026-05-21,H1-KEY,433000,daily
2026-05-21,NMIXX,4430000,daily
2026-05-21,ARTMS,1050000,daily
2026-05-21,LE SSERAFIM,7320000,daily
2026-05-21,Weeekly,416000,daily
2026-05-21,RESCENE,366000,daily
2026-05-21,ifeye,289000,daily
2026-05-21,RIIZE,2010000,daily
2026-05-21,Geenius,44000,daily
2026-05-21,Burvey,67000,daily
2026-05-21,SMORZ,137000,daily
2026-05-21,W!TCHX,8600,daily
2026-05-21,Hearts2Hearts,2550000,daily
2026-05-21,BTS,84400000,daily
2026-05-21,NCT DREAM,7070000,daily
2026-05-21,TWS,1930000,daily
2026-05-21,TEMPEST,511000,daily
2026-05-21,ALLDAY PROJECT,1100000,daily
2026-05-21,Loossemble,234000,daily
2026-05-21,AtHeart,1480000,daily
2026-05-21,ZEROBASEONE,2110000,daily
2026-05-21,MONSTA X,2610000,daily
2026-05-21,PRIMROSE,133000,daily
2026-05-21,BOYNEXTDOOR,2270000,daily
2026-05-21,ENHYPEN,13700000,daily
2026-05-21,CRAXY,238000,daily
2026-05-21,SEVENTEEN,17300000,daily
2026-05-21,IRISÉ,97600,daily
2026-05-21,Baby DONT Cry,642000,daily
2026-05-21,KiiiKiii,456000,daily
2026-05-21,VVS,69000,daily
2026-05-21,SPIA,2280,daily
2026-05-21,LOVEONE,25200,daily
2026-05-21,HITGS,70900,daily
2026-05-21,ablume,95800,daily
2026-05-21,Stray Kids,23800000,daily
2026-05-21,PLAVE,1170000,daily
2026-05-21,UNICODE,1010,daily
2026-05-21,AB6IX,504000,daily
