date,group,subscribers,source
2024-03-01,(G)I-DLE,8110000,historical
2024-03-01,82MAJOR,97200,historical
2024-03-01,8TURN,1220000,historical
2024-03-01,AB6IX,523000,historical
2024-03-01,AIMERS,54200,historical
2024-03-01,ALL(H)OURS,114000,historical
2024-03-01,AMPERS&ONE,119000,historical
2024-03-01,ARTBEAT v,4450000,historical
2024-03-01,ASTRO,5330000,historical
2024-03-01,ATBO,186000,historical
2024-03-01,ATEEZ,3790000,historical
2024-03-01,BABYMONSTER,4820000,historical
2024-03-01,BAE173,240000,historical
2024-03-01,BLACKPINK,93300000,historical
2024-03-01,BLACKSWAN,819000,historical
2024-03-01,BOYNEXTDOOR,729000,historical
2024-03-01,BTS,77700000,historical
2024-03-01,Billlie,662000,historical
2024-03-01,CIX,1040000,historical
2024-03-01,CLASS:y,314000,historical
2024-03-01,CRAVITY,799000,historical
2024-03-01,CSR,128000,historical
2024-03-01,Candy Shop,9450,historical
2024-03-01,DAY6,1970000,historical
2024-03-01,DKB,180000,historical
2024-03-01,DRIPPIN,179000,historical
2024-03-01,DXMON,43600,historical
2024-03-01,Dreamcatcher,1740000,historical
2024-03-01,ENHYPEN,9470000,historical
2024-03-01,EPEX,532000,historical
2024-03-01,EVERGLOW,1940000,historical
2024-03-01,EVNNE,632000,historical
2024-03-01,FANTASY BOYS,50500,historical
2024-03-01,"Golden Child, GNCD",388000,historical
2024-03-01,H1-KEY,349000,historical
2024-03-01,ICHILLIN',83700,historical
2024-03-01,ILLIT,469000,historical
2024-03-01,ILY:1,167000,historical
2024-03-01,ITZY,9080000,historical
2024-03-01,IVE,3430000,historical
2024-03-01,Ikon,8750000,historical
2024-03-01,KINGDOM,393000,historical
2024-03-01,KISS OF LIFE,914000,historical
2024-03-01,Kep1er,2490000,historical
2024-03-01,LE SSERAFIM,5100000,historical
2024-03-01,LIMELIGHT,77800,historical
2024-03-01,LUN8,459000,historical
2024-03-01,Loossemble,143000,historical
2024-03-01,MONSTA X,2570000,historical
2024-03-01,NCT 127,5570000,historical
2024-03-01,NCT DREAM,6770000,historical
2024-03-01,NINE.i,231000,historical
2024-03-01,NMIXX,2530000,historical
2024-03-01,NewJeans,6760000,historical
2024-03-01,OH MY GIRL,1040000,historical
2024-03-01,OMEGA X,368000,historical
2024-03-01,ONE PACT,98200,historical
2024-03-01,ONEUS,1560000,historical
2024-03-01,ONF,259000,historical
2024-03-01,P1Harmony,1020000,historical
2024-03-01,PENTAGON,1710000,historical
2024-03-01,PLAVE,626000,historical
2024-03-01,POW,67500,historical
2024-03-01,PURPLE KISS,685000,historical
2024-03-01,QWER,691000,historical
2024-03-01,RESCENE,49700,historical
2024-03-01,RIIZE,1020000,historical
2024-03-01,Red Velvet,5430000,historical
2024-03-01,Rocket Punch,209000,historical
2024-03-01,SECRET NUMBER,1640000,historical
2024-03-01,SEVENTEEN,10900000,historical
2024-03-01,SEVENUS,14900,historical
2024-03-01,SF9,1000000,historical
2024-03-01,STAYC,1710000,historical
2024-03-01,Stray Kids,15900000,historical
2024-03-01,TEMPEST,481000,historical
2024-03-01,THE BOYZ,2220000,historical
2024-03-01,THE NEW SIX,815000,historical
2024-03-01,TIOT,61400,historical
2024-03-01,TREASURE,7440000,historical
2024-03-01,TRI.BE,561000,historical
2024-03-01,TWICE,17100000,historical
2024-03-01,TWS,369000,historical
2024-03-01,TXT,11600000,historical
2024-03-01,The Wind,519000,historical
2024-03-01,UNIS,356000,historical
2024-03-01,VANNER,92700,historical
2024-03-01,VIVIZ,563000,historical
2024-03-01,WEi,691000,historical
2024-03-01,WHIB,462000,historical
2024-03-01,WJSN,302000,historical
2024-03-01,Weeekly,329000,historical
2024-03-01,Weki Meki,656000,historical
2024-03-01,XODIAC,510000,historical
2024-03-01,Xdinary Heroes,1050000,historical
2024-03-01,YOUNG POSSE,124000,historical
2024-03-01,YOUNITE,102000,historical
2024-03-01,ZEROBASEONE,1360000,historical
2024-03-01,aespa,5480000,historical
2024-03-01,cignature,144000,historical
2024-03-01,fromis_9,1170000,historical
2024-03-01,n.SSign,73700,historical
2024-03-01,tripleS,2290000,historical
2024-03-01,woo!ah!,302000,historical
2024-03-01,xikers,397000,historical
2024-04-01,(G)I-DLE,8230000,historical
2024-04-01,82MAJOR,118000,historical
2024-04-01,8TURN,1220000,historical
2024-04-01,AB6IX,522000,historical
2024-04-01,AIMERS,54200,historical
2024-04-01,ALL(H)OURS,117000,historical
2024-04-01,AMPERS&ONE,123000,historical
2024-04-01,ARTBEAT v,4480000,historical
2024-04-01,ARTMS,728000,historical
2024-04-01,ASTRO,5360000,historical
2024-04-01,ATBO,186000,historical
2024-04-01,ATEEZ,3830000,historical
2024-04-01,BABYMONSTER,5260000,historical
2024-04-01,BAE173,241000,historical
2024-04-01,BLACKPINK,93500000,historical
2024-04-01,BLACKSWAN,824000,historical
2024-04-01,BOYNEXTDOOR,802000,historical
2024-04-01,BTS,77800000,historical
2024-04-01,Billlie,664000,historical
2024-04-01,CIX,1040000,historical
2024-04-01,CLASS:y,314000,historical
2024-04-01,CRAVITY,803000,historical
2024-04-01,CSR,129000,historical
2024-04-01,Candy Shop,15900,historical
2024-04-01,DAY6,1970000,historical
2024-04-01,DKB,186000,historical
2024-04-01,DRIPPIN,179000,historical
2024-04-01,DXMON,44700,historical
2024-04-01,Dreamcatcher,1740000,historical
2024-04-01,ENHYPEN,9640000,historical
2024-04-01,EPEX,541000,historical
2024-04-01,EVERGLOW,1940000,historical
2024-04-01,EVNNE,632000,historical
2024-04-01,FANTASY BOYS,51200,historical
2024-04-01,"Golden Child, GNCD",388000,historical
2024-04-01,H1-KEY,350000,historical
2024-04-01,ICHILLIN',85600,historical
2024-04-01,ILLIT,801000,historical
2024-04-01,ILY:1,169000,historical
2024-04-01,ITZY,9120000,historical
2024-04-01,IVE,3480000,historical
2024-04-01,Ikon,8750000,historical
2024-04-01,KINGDOM,392000,historical
2024-04-01,KISS OF LIFE,1090000,historical
2024-04-01,Kep1er,2500000,historical
2024-04-01,LE SSERAFIM,5230000,historical
2024-04-01,LIMELIGHT,78600,historical
2024-04-01,LUN8,519000,historical
2024-04-01,Loossemble,157000,historical
2024-04-01,MONSTA X,2570000,historical
2024-04-01,NCT 127,5590000,historical
2024-04-01,NCT DREAM,6820000,historical
2024-04-01,NINE.i,231000,historical
2024-04-01,NMIXX,2580000,historical
2024-04-01,NOWADAYS,37000,historical
2024-04-01,NewJeans,6840000,historical
2024-04-01,OH MY GIRL,1040000,historical
2024-04-01,OMEGA X,368000,historical
2024-04-01,ONE PACT,100000,historical
2024-04-01,ONEUS,1560000,historical
2024-04-01,ONF,267000,historical
2024-04-01,P1Harmony,1060000,historical
2024-04-01,PENTAGON,1700000,historical
2024-04-01,PICKUS,3250,historical
2024-04-01,PLAVE,663000,historical
2024-04-01,POW,70400,historical
2024-04-01,PURPLE KISS,689000,historical
2024-04-01,QWER,773000,historical
2024-04-01,RESCENE,57300,historical
2024-04-01,RIIZE,1240000,historical
2024-04-01,Red Velvet,5430000,historical
2024-04-01,Rocket Punch,210000,historical
2024-04-01,SECRET NUMBER,1650000,historical
2024-04-01,SEVENTEEN,11000000,historical
2024-04-01,SEVENUS,15700,historical
2024-04-01,SF9,1000000,historical
2024-04-01,STAYC,1720000,historical
2024-04-01,Stray Kids,16100000,historical
2024-04-01,TEMPEST,482000,historical
2024-04-01,THE BOYZ,2240000,historical
2024-04-01,THE NEW SIX,815000,historical
2024-04-01,TIOT,66300,historical
2024-04-01,TREASURE,7460000,historical
2024-04-01,TRI.BE,568000,historical
2024-04-01,TWICE,17100000,historical
2024-04-01,TWS,409000,historical
2024-04-01,TXT,11700000,historical
2024-04-01,The Wind,544000,historical
2024-04-01,UNIS,441000,historical
2024-04-01,VANNER,93200,historical
2024-04-01,VIVIZ,574000,historical
2024-04-01,WEi,691000,historical
2024-04-01,WHIB,461000,historical
2024-04-01,WJSN,303000,historical
2024-04-01,Weeekly,329000,historical
2024-04-01,Weki Meki,655000,historical
2024-04-01,XODIAC,530000,historical
2024-04-01,Xdinary Heroes,1060000,historical
2024-04-01,YOUNG POSSE,162000,historical
2024-04-01,YOUNITE,102000,historical
2024-04-01,ZEROBASEONE,1400000,historical
2024-04-01,aespa,5530000,historical
2024-04-01,cignature,145000,historical
2024-04-01,fromis_9,1180000,historical
2024-04-01,n.SSign,75500,historical
2024-04-01,tripleS,2290000,historical
2024-04-01,woo!ah!,314000,historical
2024-04-01,xikers,406000,historical
2024-05-01,(G)I-DLE,8340000,historical
2024-05-01,82MAJOR,462000,historical
2024-05-01,8TURN,1220000,historical
2024-05-01,AB6IX,521000,historical
2024-05-01,ADYA,12100,historical
2024-05-01,AIMERS,54600,historical
2024-05-01,ALL(H)OURS,117000,historical
2024-05-01,AMPERS&ONE,126000,historical
2024-05-01,ARTBEAT v,4530000,historical
2024-05-01,ARTMS,739000,historical
2024-05-01,ASC2NT,6570,historical
2024-05-01,ASTRO,5360000,historical
2024-05-01,ATBO,187000,historical
2024-05-01,ATEEZ,3870000,historical
2024-05-01,BABYMONSTER,5640000,historical
2024-05-01,BAE173,241000,historical
2024-05-01,BEWAVE,23300,historical
2024-05-01,BLACKPINK,93800000,historical
2024-05-01,BLACKSWAN,825000,historical
2024-05-01,BOYNEXTDOOR,924000,historical
2024-05-01,BTS,78100000,historical
2024-05-01,Billlie,668000,historical
2024-05-01,CIX,1040000,historical
2024-05-01,CLASS:y,314000,historical
2024-05-01,CRAVITY,813000,historical
2024-05-01,CSR,130000,historical
2024-05-01,Candy Shop,16900,historical
2024-05-01,DAY6,2000000,historical
2024-05-01,DKB,186000,historical
2024-05-01,DRIPPIN,179000,historical
2024-05-01,DXMON,48900,historical
2024-05-01,DayChild,984,historical
2024-05-01,Dreamcatcher,1740000,historical
2024-05-01,E'LAST,276000,historical
2024-05-01,EASTSHINE,22600,historical
2024-05-01,ENHYPEN,9850000,historical
2024-05-01,EPEX,543000,historical
2024-05-01,EVERGLOW,1940000,historical
2024-05-01,EVNNE,631000,historical
2024-05-01,FANTASY BOYS,54700,historical
2024-05-01,"Golden Child, GNCD",387000,historical
2024-05-01,H1-KEY,351000,historical
2024-05-01,HAWW,56600,historical
2024-05-01,ICHILLIN',87000,historical
2024-05-01,ILLIT,1400000,historical
2024-05-01,ILY:1,169000,historical
2024-05-01,IRRIS,48600,historical
2024-05-01,ITZY,9160000,historical
2024-05-01,IVE,3600000,historical
2024-05-01,Ikon,8750000,historical
2024-05-01,KISS OF LIFE,1210000,historical
2024-05-01,Kep1er,2500000,historical
2024-05-01,LE SSERAFIM,5310000,historical
2024-05-01,LIMELIGHT,80900,historical
2024-05-01,LUN8,628000,historical
2024-05-01,Loossemble,164000,historical
2024-05-01,MCND,384000,historical
2024-05-01,MIRAE,415000,historical
2024-05-01,MONSTA X,2570000,historical
2024-05-01,NCHIVE,9430,historical
2024-05-01,NCT 127,5590000,historical
2024-05-01,NCT DREAM,6850000,historical
2024-05-01,NEXZ,250000,historical
2024-05-01,NINE.i,232000,historical
2024-05-01,NMIXX,2630000,historical
2024-05-01,NOMAD,55000,historical
2024-05-01,NOWADAYS,51500,historical
2024-05-01,NewJeans,7080000,historical
2024-05-01,OH MY GIRL,1040000,historical
2024-05-01,OMEGA X,376000,historical
2024-05-01,ONE PACT,101000,historical
2024-05-01,ONEUS,1560000,historical
2024-05-01,ONF,270000,historical
2024-05-01,P1Harmony,1100000,historical
2024-05-01,PENTAGON,1700000,historical
2024-05-01,PICKUS,6010,historical
2024-05-01,PINKVERSE,58400,historical
2024-05-01,PLAVE,707000,historical
2024-05-01,POW,76100,historical
2024-05-01,PURPLE KISS,690000,historical
2024-05-01,QWER,843000,historical
2024-05-01,RESCENE,65100,historical
2024-05-01,RIIZE,1330000,historical
2024-05-01,Red Velvet,5430000,historical
2024-05-01,Rocket Punch,209000,historical
2024-05-01,SECRET NUMBER,1650000,historical
2024-05-01,SEVENTEEN,11300000,historical
2024-05-01,SEVENUS,16000,historical
2024-05-01,SF9,1000000,historical
2024-05-01,SPIA,8890,historical
2024-05-01,STAYC,1720000,historical
2024-05-01,Stray Kids,16400000,historical
2024-05-01,TEMPEST,484000,historical
2024-05-01,THE BOYZ,2250000,historical
2024-05-01,THE NEW SIX,817000,historical
2024-05-01,TIOT,72900,historical
2024-05-01,TREASURE,7510000,historical
2024-05-01,TRI.BE,575000,historical
2024-05-01,TWICE,17200000,historical
2024-05-01,TWS,432000,historical
2024-05-01,TXT,11800000,historical
2024-05-01,The KingDom,395000,historical
2024-05-01,The Wind,574000,historical
2024-05-01,UNICODE,843,historical
2024-05-01,UNIS,478000,historical
2024-05-01,VANNER,94100,historical
2024-05-01,VIVIZ,586000,historical
2024-05-01,ViV,3490,historical
2024-05-01,WAKER,13500,historical
2024-05-01,WEi,690000,historical
2024-05-01,WHIB,467000,historical
2024-05-01,WJSN,304000,historical
2024-05-01,We;Na,19900,historical
2024-05-01,Weeekly,329000,historical
2024-05-01,Weki Meki,654000,historical
2024-05-01,XODIAC,543000,historical
2024-05-01,Xdinary Heroes,1070000,historical
2024-05-01,YOUNG POSSE,191000,historical
2024-05-01,YOUNITE,104000,historical
2024-05-01,ZEROBASEONE,1460000,historical
2024-05-01,aespa,5780000,historical
2024-05-01,cignature,145000,historical
2024-05-01,fromis_9,1180000,historical
2024-05-01,n.SSign,76800,historical
2024-05-01,tripleS,2550000,historical
2024-05-01,woo!ah!,336000,historical
2024-05-01,xikers,413000,historical
2024-06-01,(G)I-DLE,8410000,historical
2024-06-01,82MAJOR,462000,historical
2024-06-01,8TURN,1220000,historical
2024-06-01,AB6IX,520000,historical
2024-06-01,ADYA,12600,historical
2024-06-01,AIMERS,54500,historical
2024-06-01,ALL(H)OURS,117000,historical
2024-06-01,AMPERS&ONE,129000,historical
2024-06-01,ARTBEAT v,4560000,historical
2024-06-01,ARTMS,913000,historical
2024-06-01,ASC2NT,48800,historical
2024-06-01,ASTRO,5360000,historical
2024-06-01,ATBO,187000,historical
2024-06-01,ATEEZ,3930000,historical
2024-06-01,B.D.U,11800,historical
2024-06-01,BABYMONSTER,6030000,historical
2024-06-01,BADVILLAIN,79400,historical
2024-06-01,BAE173,240000,historical
2024-06-01,BEWAVE,25200,historical
2024-06-01,BLACKPINK,94100000,historical
2024-06-01,BLACKSWAN,826000,historical
2024-06-01,BLITZERS,206000,historical
2024-06-01,BOYNEXTDOOR,995000,historical
2024-06-01,BTS,78400000,historical
2024-06-01,Billlie,673000,historical
2024-06-01,CIX,1030000,historical
2024-06-01,CLASS:y,314000,historical
2024-06-01,CRAVITY,816000,historical
2024-06-01,CSR,134000,historical
2024-06-01,Candy Shop,18200,historical
2024-06-01,DAY6,2010000,historical
2024-06-01,DKB,186000,historical
2024-06-01,DRIPPIN,179000,historical
2024-06-01,DXMON,50100,historical
2024-06-01,DayChild,1180,historical
2024-06-01,Dreamcatcher,1740000,historical
2024-06-01,E'LAST,281000,historical
2024-06-01,EASTSHINE,32000,historical
2024-06-01,ENHYPEN,10000000,historical
2024-06-01,EPEX,544000,historical
2024-06-01,EVERGLOW,1970000,historical
2024-06-01,EVNNE,635000,historical
2024-06-01,FANTASY BOYS,56300,historical
2024-06-01,"Golden Child, GNCD",390000,historical
2024-06-01,H1-KEY,360000,historical
2024-06-01,HAWW,56500,historical
2024-06-01,ICHILLIN',87700,historical
2024-06-01,ILLIT,1520000,historical
2024-06-01,ILY:1,169000,historical
2024-06-01,IRRIS,48500,historical
2024-06-01,ITZY,9180000,historical
2024-06-01,IVE,3650000,historical
2024-06-01,Ikon,8740000,historical
2024-06-01,KISS OF LIFE,1260000,historical
2024-06-01,Kep1er,2520000,historical
2024-06-01,LE SSERAFIM,5330000,historical
2024-06-01,LIMELIGHT,82700,historical
2024-06-01,LUN8,713000,historical
2024-06-01,Loossemble,167000,historical
2024-06-01,MCND,383000,historical
2024-06-01,MIRAE,414000,historical
2024-06-01,MONSTA X,2570000,historical
2024-06-01,NCHIVE,9710,historical
2024-06-01,NCT 127,5480000,historical
2024-06-01,NCT DREAM,6670000,historical
2024-06-01,NEXZ,276000,historical
2024-06-01,NINE.i,231000,historical
2024-06-01,NMIXX,2660000,historical
2024-06-01,NOMAD,56200,historical
2024-06-01,NOWADAYS,56900,historical
2024-06-01,NewJeans,7300000,historical
2024-06-01,OH MY GIRL,1040000,historical
2024-06-01,OMEGA X,379000,historical
2024-06-01,ONE PACT,107000,historical
2024-06-01,ONEUS,1560000,historical
2024-06-01,ONF,271000,historical
2024-06-01,P1Harmony,1110000,historical
2024-06-01,PENTAGON,1700000,historical
2024-06-01,PICKUS,6350,historical
2024-06-01,PINKVERSE,159000,historical
2024-06-01,PLAVE,719000,historical
2024-06-01,POW,77200,historical
2024-06-01,PRIMROSE,74000,historical
2024-06-01,PURPLE KISS,691000,historical
2024-06-01,QWER,884000,historical
2024-06-01,RESCENE,68200,historical
2024-06-01,RIIZE,1440000,historical
2024-06-01,Red Velvet,5440000,historical
2024-06-01,Rocket Punch,209000,historical
2024-06-01,SECRET NUMBER,1640000,historical
2024-06-01,SEVENTEEN,12000000,historical
2024-06-01,SEVENUS,16000,historical
2024-06-01,SF9,1000000,historical
2024-06-01,SPIA,10400,historical
2024-06-01,STAYC,1720000,historical
2024-06-01,Stray Kids,16600000,historical
2024-06-01,TEMPEST,490000,historical
2024-06-01,THE BOYZ,2250000,historical
2024-06-01,THE NEW SIX,816000,historical
2024-06-01,TIOT,73600,historical
2024-06-01,TREASURE,7530000,historical
2024-06-01,TRENDZ,172000,historical
2024-06-01,TRI.BE,578000,historical
2024-06-01,TWICE,17300000,historical
2024-06-01,TWS,469000,historical
2024-06-01,TXT,11900000,historical
2024-06-01,The KingDom,394000,historical
2024-06-01,The Wind,604000,historical
2024-06-01,UNICODE,903,historical
2024-06-01,UNIS,500000,historical
2024-06-01,VANNER,94900,historical
2024-06-01,VIVIZ,593000,historical
2024-06-01,ViV,3570,historical
2024-06-01,WAKER,13800,historical
2024-06-01,WEi,688000,historical
2024-06-01,WHIB,478000,historical
2024-06-01,WJSN,304000,historical
2024-06-01,We;Na,20100,historical
2024-06-01,Weeekly,329000,historical
2024-06-01,Weki Meki,654000,historical
2024-06-01,XODIAC,570000,historical
2024-06-01,Xdinary Heroes,1080000,historical
2024-06-01,YOUNG POSSE,200000,historical
2024-06-01,YOUNITE,105000,historical
2024-06-01,ZEROBASEONE,1490000,historical
2024-06-01,aespa,5970000,historical
2024-06-01,cignature,158000,historical
2024-06-01,fromis_9,1190000,historical
2024-06-01,n.SSign,77400,historical
2024-06-01,tripleS,2570000,historical
2024-06-01,woo!ah!,356000,historical
2024-06-01,xikers,419000,historical
2024-07-01,(G)I-DLE,8590000,historical
2024-07-01,82MAJOR,462000,historical
2024-07-01,8TURN,1230000,historical
2024-07-01,AB6IX,519000,historical
2024-07-01,ADYA,12900,historical
2024-07-01,AIMERS,56500,historical
2024-07-01,ALL(H)OURS,252000,historical
2024-07-01,AMPERS&ONE,161000,historical
2024-07-01,ARTBEAT v,4580000,historical
2024-07-01,ARTMS,917000,historical
2024-07-01,ASC2NT,70300,historical
2024-07-01,ASTRO,5370000,historical
2024-07-01,ATBO,187000,historical
2024-07-01,ATEEZ,3980000,historical
2024-07-01,B.D.U,23500,historical
2024-07-01,BABYMONSTER,6530000,historical
2024-07-01,BADVILLAIN,89400,historical
2024-07-01,BAE173,240000,historical
2024-07-01,BEWAVE,26300,historical
2024-07-01,BLACKPINK,94400000,historical
2024-07-01,BLACKSWAN,827000,historical
2024-07-01,BLITZERS,208000,historical
2024-07-01,BOYNEXTDOOR,1060000,historical
2024-07-01,BTS,78600000,historical
2024-07-01,Billlie,677000,historical
2024-07-01,CIX,1030000,historical
2024-07-01,CLASS:y,314000,historical
2024-07-01,CRAVITY,818000,historical
2024-07-01,CRAXY,239000,historical
2024-07-01,CSR,136000,historical
2024-07-01,Candy Shop,18900,historical
2024-07-01,DAY6,2030000,historical
2024-07-01,DKB,187000,historical
2024-07-01,DRIPPIN,179000,historical
2024-07-01,DXMON,50800,historical
2024-07-01,DayChild,1320,historical
2024-07-01,Dreamcatcher,1770000,historical
2024-07-01,E'LAST,286000,historical
2024-07-01,EASTSHINE,32000,historical
2024-07-01,ENHYPEN,10200000,historical
2024-07-01,EPEX,544000,historical
2024-07-01,EVERGLOW,1980000,historical
2024-07-01,EVNNE,637000,historical
2024-07-01,FANTASY BOYS,56800,historical
2024-07-01,Geenius,28500,historical
2024-07-01,"Golden Child, GNCD",391000,historical
2024-07-01,H1-KEY,375000,historical
2024-07-01,HAWW,56300,historical
2024-07-01,I:MOND,7030,historical
2024-07-01,ICHILLIN',88200,historical
2024-07-01,ILLIT,1630000,historical
2024-07-01,ILY:1,169000,historical
2024-07-01,IRRIS,48300,historical
2024-07-01,ITZY,9220000,historical
2024-07-01,IVE,3690000,historical
2024-07-01,Ikon,8730000,historical
2024-07-01,KISS OF LIFE,1450000,historical
2024-07-01,Kep1er,2530000,historical
2024-07-01,LE SSERAFIM,5360000,historical
2024-07-01,LIMELIGHT,85200,historical
2024-07-01,LUN8,774000,historical
2024-07-01,Loossemble,170000,historical
2024-07-01,MCND,383000,historical
2024-07-01,MIRAE,413000,historical
2024-07-01,MONSTA X,2570000,historical
2024-07-01,NCHIVE,10100,historical
2024-07-01,NCT 127,5520000,historical
2024-07-01,NCT DREAM,6700000,historical
2024-07-01,NEXZ,289000,historical
2024-07-01,NINE.i,232000,historical
2024-07-01,NMIXX,2680000,historical
2024-07-01,NOMAD,56500,historical
2024-07-01,NOWADAYS,60800,historical
2024-07-01,NewJeans,7490000,historical
2024-07-01,OH MY GIRL,1040000,historical
2024-07-01,OMEGA X,382000,historical
2024-07-01,ONE PACT,110000,historical
2024-07-01,ONEUS,1570000,historical
2024-07-01,ONF,271000,historical
2024-07-01,P1Harmony,1130000,historical
2024-07-01,PENTAGON,1700000,historical
2024-07-01,PICKUS,6870,historical
2024-07-01,PINKVERSE,161000,historical
2024-07-01,PLAVE,741000,historical
2024-07-01,POW,80100,historical
2024-07-01,PRIMROSE,116000,historical
2024-07-01,PURPLE KISS,691000,historical
2024-07-01,QWER,912000,historical
2024-07-01,RESCENE,69100,historical
2024-07-01,RIIZE,1570000,historical
2024-07-01,Red Velvet,5470000,historical
2024-07-01,Rocket Punch,208000,historical
2024-07-01,SECRET NUMBER,1640000,historical
2024-07-01,SEVENTEEN,12800000,historical
2024-07-01,SEVENUS,16100,historical
2024-07-01,SF9,1000000,historical
2024-07-01,SPIA,10700,historical
2024-07-01,STAYC,1740000,historical
2024-07-01,Stray Kids,17100000,historical
2024-07-01,TEMPEST,494000,historical
2024-07-01,THE BOYZ,2260000,historical
2024-07-01,THE NEW SIX,814000,historical
2024-07-01,TIOT,74600,historical
2024-07-01,TREASURE,7540000,historical
2024-07-01,TRENDZ,173000,historical
2024-07-01,TRI.BE,580000,historical
2024-07-01,TWICE,17400000,historical
2024-07-01,TWS,877000,historical
2024-07-01,TXT,12000000,historical
2024-07-01,The KingDom,393000,historical
2024-07-01,The Wind,618000,historical
2024-07-01,UNICODE,980,historical
2024-07-01,UNIS,520000,historical
2024-07-01,VANNER,95100,historical
2024-07-01,VIVIZ,599000,historical
2024-07-01,ViV,3560,historical
2024-07-01,WAKER,17200,historical
2024-07-01,WATERFIRE,5160,historical
2024-07-01,WEi,688000,historical
2024-07-01,WHIB,478000,historical
2024-07-01,WJSN,305000,historical
2024-07-01,We;Na,20300,historical
2024-07-01,Weeekly,333000,historical
2024-07-01,Weki Meki,653000,historical
2024-07-01,XODIAC,584000,historical
2024-07-01,Xdinary Heroes,1090000,historical
2024-07-01,YOUNG POSSE,205000,historical
2024-07-01,YOUNITE,105000,historical
2024-07-01,ZEROBASEONE,1530000,historical
2024-07-01,aespa,6130000,historical
2024-07-01,cignature,162000,historical
2024-07-01,fromis_9,1190000,historical
2024-07-01,izna,175000,historical
2024-07-01,n.SSign,79000,historical
2024-07-01,tripleS,2590000,historical
2024-07-01,woo!ah!,365000,historical
2024-07-01,xikers,421000,historical
2024-08-01,(G)I-DLE,8720000,historical
2024-08-01,82MAJOR,462000,historical
2024-08-01,8TURN,1240000,historical
2024-08-01,AB6IX,517000,historical
2024-08-01,ADYA,13700,historical
2024-08-01,AEONIT,10900,historical
2024-08-01,AIMERS,56500,historical
2024-08-01,ALL(H)OURS,256000,historical
2024-08-01,AMPERS&ONE,219000,historical
2024-08-01,ARTBEAT v,4590000,historical
2024-08-01,ARTMS,918000,historical
2024-08-01,ARrC,39600,historical
2024-08-01,ASC2NT,70300,historical
2024-08-01,ASTRO,5370000,historical
2024-08-01,ATBO,187000,historical
2024-08-01,ATEEZ,4020000,historical
2024-08-01,B.D.U,26300,historical
2024-08-01,BABYMONSTER,6800000,historical
2024-08-01,BADVILLAIN,114000,historical
2024-08-01,BAE173,239000,historical
2024-08-01,BEWAVE,26600,historical
2024-08-01,BLACKPINK,94700000,historical
2024-08-01,BLACKSWAN,871000,historical
2024-08-01,BLITZERS,209000,historical
2024-08-01,BOYNEXTDOOR,1130000,historical
2024-08-01,BTS,78800000,historical
2024-08-01,Billlie,686000,historical
2024-08-01,CIX,1030000,historical
2024-08-01,CLASS:y,313000,historical
2024-08-01,CRAVITY,820000,historical
2024-08-01,CRAXY,239000,historical
2024-08-01,CSR,136000,historical
2024-08-01,Candy Shop,19800,historical
2024-08-01,DAY6,2050000,historical
2024-08-01,DKB,188000,historical
2024-08-01,DRIPPIN,536000,historical
2024-08-01,DXMON,51100,historical
2024-08-01,DayChild,1460,historical
2024-08-01,Dreamcatcher,1770000,historical
2024-08-01,E'LAST,289000,historical
2024-08-01,EASTSHINE,32000,historical
2024-08-01,ENHYPEN,10400000,historical
2024-08-01,EPEX,544000,historical
2024-08-01,EVERGLOW,1970000,historical
2024-08-01,EVNNE,636000,historical
2024-08-01,FANTASY BOYS,57300,historical
2024-08-01,FIFTY FIFTY,1750000,historical
2024-08-01,Geenius,28700,historical
2024-08-01,"Golden Child, GNCD",391000,historical
2024-08-01,H1-KEY,379000,historical
2024-08-01,HAWW,56100,historical
2024-08-01,I:MOND,7230,historical
2024-08-01,ICHILLIN',89300,historical
2024-08-01,ILLIT,1690000,historical
2024-08-01,ILY:1,170000,historical
2024-08-01,IRRIS,48100,historical
2024-08-01,ITZY,9250000,historical
2024-08-01,IVE,3760000,historical
2024-08-01,Ikon,8720000,historical
2024-08-01,KISS OF LIFE,1570000,historical
2024-08-01,Kep1er,2520000,historical
2024-08-01,LE SSERAFIM,5420000,historical
2024-08-01,LUN8,827000,historical
2024-08-01,Loossemble,174000,historical
2024-08-01,MCND,382000,historical
2024-08-01,MIRAE,412000,historical
2024-08-01,MONSTA X,2570000,historical
2024-08-01,NCHIVE,10300,historical
2024-08-01,NCT 127,5540000,historical
2024-08-01,NCT DREAM,6730000,historical
2024-08-01,NEXZ,298000,historical
2024-08-01,NINE.i,232000,historical
2024-08-01,NMIXX,2770000,historical
2024-08-01,NOMAD,56600,historical
2024-08-01,NOWADAYS,66200,historical
2024-08-01,NewJeans,7640000,historical
2024-08-01,OH MY GIRL,1050000,historical
2024-08-01,OMEGA X,383000,historical
2024-08-01,ONE PACT,112000,historical
2024-08-01,ONEUS,1570000,historical
2024-08-01,ONF,271000,historical
2024-08-01,P1Harmony,1160000,historical
2024-08-01,PENTAGON,1690000,historical
2024-08-01,PICKUS,7070,historical
2024-08-01,PINKVERSE,160000,historical
2024-08-01,PLAVE,769000,historical
2024-08-01,POW,83100,historical
2024-08-01,PRIMROSE,116000,historical
2024-08-01,PURPLE KISS,691000,historical
2024-08-01,QWER,934000,historical
2024-08-01,RESCENE,77800,historical
2024-08-01,RIIZE,1610000,historical
2024-08-01,Red Velvet,5480000,historical
