성별,순위,그룹,흥행점수,A기여,B기여,C기여,D기여,E기여,A,B,C,D,E,플래그
여자,45,트라이비,16.5,0.0,1.0,14.9,0.0,0.5,0,0.05,0.75,0,0.05,
여자,46,드림캐쳐,16.1,0.0,0.5,14.9,0.0,0.8,0,0.02,0.74,0,0.08,
여자,47,유니스,15.8,0.0,7.6,8.1,0.0,0.0,0,0.38,0.41,0,0.0,
여자,48,키라스,15.7,0.0,8.7,6.3,0.0,0.7,0,0.43,0.32,0,0.07,
여자,49,메이딘,15.5,0.0,8.5,7.0,0.0,0.0,0,0.43,0.35,0,0.0,
여자,50,오드유스,15.5,0.0,7.9,6.8,0.0,0.9,0,0.4,0.34,0,0.09,
여자,51,아이칠린,15.1,0.0,7.4,7.1,0.0,0.6,0,0.37,0.35,0,0.06,
여자,52,스텔라라이브,14.8,0.0,8.1,6.2,0.0,0.5,0,0.41,0.31,0,0.05,
여자,53,아트비트,14.7,0.0,8.3,5.8,0.0,0.6,0,0.41,0.29,0,0.06,
여자,54,위나,14.3,0.0,7.5,6.3,0.0,0.6,0,0.37,0.31,0,0.06,
여자,55,러브원,14.0,0.0,6.9,6.6,0.0,0.5,0,0.35,0.33,0,0.05,
여자,56,아이리제,13.7,0.0,6.5,6.7,0.0,0.5,0,0.32,0.33,0,0.05,
여자,57,로켓펀치,13.6,0.0,0.9,12.1,0.0,0.6,0,0.04,0.61,0,0.06,
여자,58,비비지,13.0,3.6,0.1,8.4,0.0,0.9,0.1,0.01,0.42,0,0.09,
여자,59,븨븨에스,12.4,0.0,5.0,6.8,0.0,0.6,0,0.25,0.34,0,0.06,
여자,60,에이디야,12.3,0.0,1.7,10.1,0.0,0.5,0,0.09,0.51,0,0.05,
여자,61,에스투잇,12.2,0.0,6.1,5.4,0.0,0.6,0,0.31,0.27,0,0.06,
여자,62,비웨이브,11.7,0.0,1.0,10.1,0.0,0.6,0,0.05,0.5,0,0.06,
여자,63,유니코드,10.3,0.0,2.5,7.8,0.0,0.0,0,0.12,0.39,0,0.0,
여자,64,레이턴시,9.8,0.0,2.4,6.6,0.0,0.8,0,0.12,0.33,0,0.08,
여자,65,어블룸,9.6,0.0,2.1,6.9,0.0,0.6,0,0.1,0.35,0,0.06,
여자,66,지니어스,9.4,0.0,3.6,5.8,0.0,0.0,0,0.18,0.29,0,0.0,
여자,67,첫사랑,9.4,0.0,1.8,7.0,0.0,0.5,0,0.09,0.35,0,0.05,
여자,68,배드빌런,9.3,0.0,0.8,7.9,0.0,0.6,0,0.04,0.4,0,0.06,
여자,69,크랙시,9.3,0.0,1.8,7.0,0.0,0.5,0,0.09,0.35,0,0.05,
여자,70,블랙스완,9.2,0.0,1.2,7.3,0.0,0.8,0,0.06,0.36,0,0.08,
여자,71,우주소녀,9.1,0.0,0.7,7.8,0.0,0.6,0,0.03,0.39,0,0.06,
여자,72,퍼플키스,9.1,0.0,0.4,8.0,0.0,0.6,0,0.02,0.4,0,0.06,
여자,73,시크릿넘버,9.1,0.0,0.4,8.1,0.0,0.5,0,0.02,0.41,0,0.05,
여자,74,케플러,8.9,0.0,0.1,8.3,0.0,0.5,0,0.01,0.42,0,0.05,
여자,75,위치스,8.8,0.0,1.0,7.3,0.0,0.5,0,0.05,0.37,0,0.05,
여자,76,수피아,8.7,0.0,2.8,5.2,0.0,0.7,0,0.14,0.26,0,0.07,
여자,77,위클리,8.5,0.0,0.4,8.2,0.0,0.0,0,0.02,0.41,0,0.0,
여자,78,아이몬드,8.5,0.0,2.6,5.4,0.0,0.5,0,0.13,0.27,0,0.05,
여자,79,아이리스,8.5,0.0,1.7,5.9,0.0,0.8,0,0.09,0.29,0,0.08,
여자,80,아일리원,8.3,0.0,0.6,7.2,0.0,0.5,0,0.03,0.36,0,0.05,
여자,81,오위스,8.3,0.0,1.5,6.3,0.0,0.6,0,0.07,0.32,0,0.06,
여자,82,트레이서,8.2,0.0,1.9,6.3,0.0,0.0,0,0.09,0.32,0,0.0,
여자,83,스모즈,8.2,0.0,1.3,6.4,0.0,0.5,0,0.06,0.32,0,0.05,
여자,84,버비,7.4,0.0,1.0,5.9,0.0,0.5,0,0.05,0.29,0,0.05,
남자,1,코르티스,74.8,32.0,20.0,18.3,0.0,4.5,0.91,1.0,0.92,0,0.45,
남자,2,에이티즈,74.7,24.1,12.3,18.4,10.7,9.2,0.69,0.62,0.92,0.71,0.92,
남자,3,방탄소년단,48.7,24.3,10.5,10.0,0.0,3.9,0.7,0.52,0.5,0,0.39,
남자,4,라이즈,43.0,15.7,10.6,8.2,7.9,0.6,0.45,0.53,0.41,0.53,0.06,
남자,5,아홉,39.2,1.3,10.7,14.5,12.0,0.7,0.04,0.54,0.73,0.8,0.07,
남자,6,아이덴티티,38.9,1.7,10.7,14.2,7.6,4.8,0.05,0.53,0.71,0.51,0.48,
남자,7,세븐틴,38.8,9.5,10.2,8.9,7.5,2.7,0.27,0.51,0.45,0.5,0.27,
남자,8,보이넥스트도어,38.7,17.8,10.6,8.7,0.0,1.6,0.51,0.53,0.43,0,0.16,
남자,9,투어스,37.4,15.1,11.8,8.1,0.0,2.4,0.43,0.59,0.41,0,0.24,
남자,10,데이식스,32.8,21.0,1.3,8.4,0.0,2.2,0.6,0.06,0.42,0,0.22,
남자,11,루네이트,31.7,0.0,10.3,12.1,5.7,3.5,0,0.52,0.61,0.38,0.35,
남자,12,올데이프로젝트,31.7,14.4,8.0,8.0,0.0,1.3,0.41,0.4,0.4,0,0.13,
남자,13,투모로우바이투게더,31.6,9.6,11.1,8.9,0.0,1.9,0.27,0.56,0.44,0,0.19,
남자,14,스트레이키즈,31.4,0.0,10.3,18.3,0.0,2.7,0,0.52,0.92,0,0.27,
남자,15,플레이브,31.2,13.8,9.1,7.1,0.0,1.1,0.4,0.46,0.35,0,0.11,
남자,16,에잇턴,31.1,0.0,9.3,13.9,7.1,0.8,0,0.47,0.69,0.47,0.08,
남자,17,데일리디렉션,29.7,0.0,12.4,13.1,3.4,0.8,0,0.62,0.66,0.23,0.08,
남자,18,트렌드지,26.5,0.0,9.4,12.2,4.2,0.7,0,0.47,0.61,0.28,0.07,
남자,19,킥플립,25.8,0.0,9.9,14.1,0.0,1.9,0,0.49,0.7,0,0.19,
남자,20,앤더블,25.7,0.0,18.8,6.2,0.0,0.6,0,0.94,0.31,0,0.06,
남자,21,아이딧,24.7,0.0,11.7,6.0,5.5,1.5,0,0.59,0.3,0.37,0.15,
남자,22,엑스디너리 히어로즈,23.6,0.0,8.8,13.8,0.0,1.0,0,0.44,0.69,0,0.1,
남자,23,앰퍼샌드원,23.6,0.0,10.3,12.6,0.0,0.6,0,0.52,0.63,0,0.06,
남자,24,베이온,23.3,0.0,8.6,0.0,9.5,5.1,0,0.43,0,0.64,0.51,
남자,25,엔하이픈,23.2,1.0,10.3,9.7,0.0,2.2,0.03,0.51,0.48,0,0.22,
남자,26,아이콘,23.1,3.1,1.7,16.5,0.0,1.9,0.09,0.08,0.82,0,0.19,
남자,27,오메가엑스,23.1,0.0,9.0,13.4,0.0,0.7,0,0.45,0.67,0,0.07,
남자,28,롱샷,23.0,0.0,13.8,8.4,0.0,0.9,0,0.69,0.42,0,0.09,
남자,29,몬스타엑스,22.8,2.1,1.2,7.7,8.9,3.0,0.06,0.06,0.39,0.59,0.3,
남자,30,모디세이,21.6,0.0,14.7,6.2,0.0,0.7,0,0.74,0.31,0,0.07,
남자,31,넥스지,21.0,0.0,11.0,6.6,0.0,3.3,0,0.55,0.33,0,0.33,
남자,32,에이티투메이저,20.6,0.0,13.0,6.9,0.0,0.7,0,0.65,0.35,0,0.07,
남자,33,엑스러브,19.6,0.0,11.0,7.8,0.0,0.8,0,0.55,0.39,0,0.08,
남자,34,어센트,19.2,0.0,7.7,10.9,0.0,0.6,0,0.39,0.54,0,0.06,
남자,35,알파드라이브원,19.1,0.0,10.9,6.9,0.0,1.4,0,0.54,0.34,0,0.14,
남자,36,크래비티,18.6,0.0,9.6,6.6,0.0,2.4,0,0.48,0.33,0,0.24,
남자,37,피원하모니,18.3,0.0,9.2,7.9,0.0,1.1,0,0.46,0.4,0,0.11,
남자,38,클로즈 유어 아이즈,17.7,0.0,9.7,7.1,0.0,0.9,0,0.48,0.36,0,0.09,
남자,39,트레저,17.5,0.0,9.0,7.8,0.0,0.7,0,0.45,0.39,0,0.07,
남자,40,싸이커스,17.1,0.0,9.4,6.8,0.0,0.9,0,0.47,0.34,0,0.09,
남자,41,에이엠피,17.1,0.0,3.6,12.8,0.0,0.7,0,0.18,0.64,0,0.07,
남자,42,나우즈,16.5,0.0,9.6,6.2,0.0,0.7,0,0.48,0.31,0,0.07,
남자,43,누에라,15.8,0.0,9.4,5.4,0.0,0.9,0,0.47,0.27,0,0.09,
남자,44,원어스,15.8,0.0,1.2,13.8,0.0,0.8,0,0.06,0.69,0,0.08,
남자,45,원팩트,15.6,0.0,7.9,7.0,0.0,0.7,0,0.4,0.35,0,0.07,
남자,46,올아워즈,15.4,0.0,7.9,6.9,0.0,0.6,0,0.39,0.35,0,0.06,
남자,47,파우,15.2,0.0,2.4,12.3,0.0,0.5,0,0.12,0.62,0,0.05,
남자,48,뉴비트,15.1,0.0,8.7,5.8,0.0,0.6,0,0.43,0.29,0,0.06,
남자,49,더윈드,14.6,0.0,7.8,5.8,0.0,1.0,0,0.39,0.29,0,0.1,
남자,50,키빗업,14.2,0.0,8.0,5.5,0.0,0.8,0,0.4,0.27,0,0.08,
남자,51,소디엑,14.1,0.0,8.3,5.2,0.0,0.6,0,0.41,0.26,0,0.06,
남자,52,드래곤포니,14.1,0.0,7.3,5.9,0.0,0.9,0,0.36,0.29,0,0.09,
남자,53,드리핀,13.7,0.0,7.8,5.3,0.0,0.7,0,0.39,0.26,0,0.07,
남자,54,티아이오티,13.5,0.0,7.6,5.4,0.0,0.6,0,0.38,0.27,0,0.06,
남자,55,네이즈,13.5,0.0,7.8,5.0,0.0,0.7,0,0.39,0.25,0,0.07,
남자,56,튜넥스,13.3,0.0,7.5,5.2,0.0,0.6,0,0.37,0.26,0,0.06,
남자,57,다이몬,13.2,0.0,5.9,6.8,0.0,0.6,0,0.3,0.34,0,0.06,
남자,58,엔싸인,13.2,0.0,7.3,5.3,0.0,0.6,0,0.37,0.26,0,0.06,
남자,59,엠빅,13.0,0.0,7.5,4.9,0.0,0.6,0,0.38,0.25,0,0.06,
남자,60,엔시티 일이칠,13.0,0.0,1.3,8.1,0.0,3.6,0,0.06,0.41,0,0.36,
남자,61,엔시티 드림,13.0,2.1,0.6,7.9,0.0,2.4,0.06,0.03,0.4,0,0.24,
남자,62,펜타곤,12.5,0.0,1.4,7.9,0.0,3.3,0,0.07,0.39,0,0.33,
남자,63,엔카이브,12.4,0.0,7.9,4.0,0.0,0.6,0,0.39,0.2,0,0.06,
남자,64,노매드,12.4,0.0,7.6,4.8,0.0,0.0,0,0.38,0.24,0,0.0,
남자,65,이스트샤인,11.4,0.0,6.8,4.1,0.0,0.5,0,0.34,0.2,0,0.05,
남자,66,이펙스,10.9,0.0,2.2,6.4,0.0,2.4,0,0.11,0.32,0,0.24,
남자,67,더보이즈,10.9,0.0,1.7,7.5,0.0,1.6,0,0.09,0.38,0,0.16,
남자,68,더씬드롬,10.7,0.0,6.0,4.2,0.0,0.5,0,0.3,0.21,0,0.05,
남자,69,온앤오프,10.4,0.0,2.0,6.7,0.0,1.7,0,0.1,0.34,0,0.17,
남자,70,비보이즈,10.3,0.0,6.1,3.6,0.0,0.6,0,0.31,0.18,0,0.06,
남자,71,데이차일드,10.0,0.0,5.4,4.0,0.0,0.5,0,0.27,0.2,0,0.05,
남자,72,아스트로,9.7,0.0,0.6,7.4,0.0,1.7,0,0.03,0.37,0,0.17,
남자,73,에스에프나인,9.2,0.0,1.2,7.1,0.0,0.9,0,0.06,0.35,0,0.09,
남자,74,배너,9.1,0.0,1.6,5.3,0.0,2.2,0,0.08,0.26,0,0.22,
남자,75,골든차일드,8.8,0.0,1.4,6.7,0.0,0.7,0,0.07,0.34,0,0.07,
남자,76,다크비,8.6,0.0,1.9,5.9,0.0,0.8,0,0.1,0.3,0,0.08,
남자,77,이븐,8.6,0.0,1.5,6.4,0.0,0.7,0,0.07,0.32,0,0.07,
남자,78,제로베이스원,8.5,0.0,0.0,7.5,0.0,1.0,0,0.0,0.37,0,0.1,
남자,79,에이비식스,8.4,0.0,1.2,6.5,0.0,0.7,0,0.06,0.32,0,0.07,
남자,80,씨아이엑스,8.4,0.0,0.8,6.9,0.0,0.6,0,0.04,0.35,0,0.06,
남자,81,유나이트,8.4,0.0,1.9,5.7,0.0,0.8,0,0.1,0.28,0,0.08,
남자,82,템페스트,8.3,0.0,1.6,6.0,0.0,0.7,0,0.08,0.3,0,0.07,
남자,83,더킹덤,8.2,0.0,1.7,5.9,0.0,0.5,0,0.09,0.3,0,0.05,
남자,84,더뉴식스,8.2,0.0,1.4,6.2,0.0,0.5,0,0.07,0.31,0,0.05,
남자,85,에이머스,8.0,0.0,2.6,4.9,0.0,0.5,0,0.13,0.25,0,0.05,
남자,86,아크,8.0,0.0,1.3,5.6,0.0,1.1,0,0.07,0.28,0,0.11,
남자,87,엠씨엔디,8.0,0.0,1.4,6.1,0.0,0.5,0,0.07,0.3,0,0.05,
남자,88,웨이커,8.0,0.0,2.3,5.1,0.0,0.5,0,0.12,0.25,0,0.05,
남자,89,나인아이,7.9,0.0,1.9,5.5,0.0,0.5,0,0.09,0.28,0,0.05,
남자,90,비에이이일칠삼,7.8,0.0,1.5,5.5,0.0,0.7,0,0.08,0.28,0,0.07,
남자,91,엘라스트,7.8,0.0,1.8,5.4,0.0,0.6,0,0.09,0.27,0,0.06,
남자,92,블리처스,7.7,0.0,1.3,5.8,0.0,0.5,0,0.07,0.29,0,0.05,
남자,93,세븐어스,7.7,0.0,3.2,4.0,0.0,0.5,0,0.16,0.2,0,0.05,
남자,94,위아이,7.6,0.0,1.0,5.9,0.0,0.7,0,0.05,0.29,0,0.07,
남자,95,휘브,7.5,0.0,1.3,5.6,0.0,0.7,0,0.06,0.28,0,0.07,
남자,96,에이티비오,7.4,0.0,1.8,5.0,0.0,0.6,0,0.09,0.25,0,0.06,
남자,97,판타지보이즈,7.1,0.0,1.5,5.0,0.0,0.6,0,0.08,0.25,0,0.06,
남자,98,유어즈,7.1,0.0,2.0,4.4,0.0,0.7,0,0.1,0.22,0,0.07,
남자,99,이오닛,7.0,0.0,2.5,4.0,0.0,0.5,0,0.13,0.2,0,0.05,
남자,100,피커스,6.8,0.0,2.5,3.7,0.0,0.6,0,0.13,0.19,0,0.06,
남자,101,비디유,6.7,0.0,2.1,4.0,0.0,0.5,0,0.11,0.2,0,0.05,
남자,102,워터파이어,6.6,0.0,2.6,3.5,0.0,0.5,0,0.13,0.18,0,0.05,
남자,103,미래소년,6.6,0.0,1.3,5.3,0.0,0.0,0,0.07,0.26,0,0.0,
남자,104,하우,6.1,0.0,1.7,3.8,0.0,0.6,0,0.08,0.19,0,0.06,
