성별,순위,그룹,흥행점수,A기여,B기여,C기여,D기여,E기여,A,B,C,D,E,플래그
여자,41,루셈블,17.8,0.0,2.5,14.7,0.0,0.6,0,0.12,0.74,0,0.06,
여자,42,위클리,17.6,0.0,1.7,15.4,0.0,0.5,0,0.09,0.77,0,0.05,
여자,43,드림캐쳐,17.3,0.0,1.7,14.8,0.0,0.8,0,0.09,0.74,0,0.08,
여자,44,시크릿넘버,17.2,0.0,1.6,15.0,0.0,0.6,0,0.08,0.75,0,0.06,
여자,45,영파씨,17.0,0.0,8.5,7.7,0.0,0.8,0,0.42,0.39,0,0.08,
여자,46,유니스,17.0,0.0,2.4,14.5,0.0,0.0,0,0.12,0.73,0,0.0,
여자,47,클라씨,16.6,0.0,2.3,13.4,0.0,0.9,0,0.12,0.67,0,0.09,
여자,48,힛지스,16.4,0.0,8.1,7.7,0.0,0.6,0,0.4,0.39,0,0.06,
여자,49,블랙스완,16.3,0.0,7.9,7.5,0.0,1.0,0,0.39,0.37,0,0.1,
여자,50,오드유스,16.3,0.0,8.3,6.7,0.0,1.3,0,0.41,0.34,0,0.13,
여자,51,오위스,15.7,0.0,8.5,6.6,0.0,0.6,0,0.43,0.33,0,0.06,
여자,52,로켓펀치,15.3,0.0,2.1,12.5,0.0,0.7,0,0.11,0.62,0,0.07,
여자,53,아트비트,14.6,0.0,8.5,5.5,0.0,0.6,0,0.43,0.28,0,0.06,
여자,54,유스피어,14.5,0.0,7.6,6.1,0.0,0.8,0,0.38,0.31,0,0.08,
여자,55,러브원,14.2,0.0,7.6,6.1,0.0,0.6,0,0.38,0.3,0,0.06,
여자,56,프림로즈,13.9,0.0,7.0,6.3,0.0,0.6,0,0.35,0.32,0,0.06,
여자,57,비웨이브,13.8,0.0,2.1,11.1,0.0,0.6,0,0.11,0.56,0,0.06,
여자,58,버비,13.8,0.0,2.5,10.8,0.0,0.6,0,0.12,0.54,0,0.06,
여자,59,지니어스,13.7,0.0,7.9,5.8,0.0,0.0,0,0.4,0.29,0,0.0,
여자,60,레이턴시,13.2,0.0,0.0,10.4,0.0,2.8,0,0,0.52,0,0.28,신규데뷔
여자,61,우주소녀,12.9,0.0,1.4,8.7,0.0,2.8,0,0.07,0.43,0,0.28,
여자,62,캔디샵,12.2,0.0,2.0,10.1,0.0,0.0,0,0.1,0.51,0,0.0,
여자,63,스텔라라이브,11.8,1.6,0.0,9.7,0.0,0.5,0.05,0,0.48,0,0.05,신규데뷔
여자,64,아이칠린,11.8,0.0,2.9,7.8,0.0,1.0,0,0.15,0.39,0,0.1,
여자,65,앳하트,11.3,0.0,2.6,7.7,0.0,1.0,0,0.13,0.38,0,0.1,
여자,66,퍼플키스,10.8,0.0,1.9,8.3,0.0,0.6,0,0.09,0.41,0,0.06,
여자,67,첫사랑,10.7,0.0,2.9,7.2,0.0,0.5,0,0.15,0.36,0,0.05,
여자,68,아이리스,10.6,0.0,3.1,5.9,0.0,1.6,0,0.15,0.29,0,0.16,
여자,69,케플러,10.6,0.0,1.8,8.2,0.0,0.5,0,0.09,0.41,0,0.05,
여자,70,에이디야,10.5,0.0,2.9,7.1,0.0,0.5,0,0.15,0.35,0,0.05,
여자,71,우당탕탕 소녀단,10.4,0.0,3.4,6.5,0.0,0.5,0,0.17,0.33,0,0.05,
여자,72,크랙시,10.1,0.0,2.9,6.7,0.0,0.6,0,0.14,0.33,0,0.06,
여자,73,메이딘,10.1,0.0,2.5,7.1,0.0,0.5,0,0.12,0.36,0,0.05,
여자,74,아이리제,9.5,0.0,2.5,6.4,0.0,0.5,0,0.13,0.32,0,0.05,
여자,75,스모즈,9.4,0.0,2.5,6.3,0.0,0.5,0,0.13,0.32,0,0.05,
여자,76,아이몬드,9.3,0.0,3.6,5.2,0.0,0.5,0,0.18,0.26,0,0.05,
여자,77,위나,9.2,0.0,3.1,5.5,0.0,0.6,0,0.16,0.27,0,0.06,
여자,78,아일리원,9.1,0.0,1.7,6.8,0.0,0.5,0,0.09,0.34,0,0.05,
여자,79,유니코드,8.1,0.0,2.5,5.5,0.0,0.0,0,0.13,0.28,0,0.0,
여자,80,수피아,8.1,0.0,2.3,4.9,0.0,0.8,0,0.11,0.25,0,0.08,
여자,81,트레이서,7.2,0.0,3.1,4.1,0.0,0.0,0,0.15,0.21,0,0.0,
여자,82,위치스,2.8,0.0,2.3,0.0,0.0,0.6,0,0.11,0,0,0.06,
남자,1,코르티스,92.5,31.2,20.0,19.0,12.9,9.4,0.89,1.0,0.95,0.86,0.94,
남자,2,투어스,60.8,20.0,11.7,17.3,9.2,2.6,0.57,0.59,0.86,0.61,0.26,
남자,3,보이넥스트도어,59.7,19.6,10.6,17.3,9.4,2.8,0.56,0.53,0.86,0.63,0.28,
남자,4,방탄소년단,55.6,33.1,9.7,10.0,0.0,2.9,0.94,0.48,0.5,0,0.29,
남자,5,엑스러브,48.6,0.0,13.9,16.4,11.6,6.7,0,0.7,0.82,0.77,0.67,
남자,6,알파드라이브원,45.2,5.1,12.3,15.0,10.8,2.0,0.14,0.62,0.75,0.72,0.2,
남자,7,데이식스,44.1,22.0,0.8,16.4,0.0,4.9,0.63,0.04,0.82,0,0.49,
남자,8,넥스지,41.0,0.0,12.3,16.4,8.5,3.7,0,0.62,0.82,0.57,0.37,
남자,9,에이티투메이저,40.8,0.0,18.0,15.7,6.3,0.8,0,0.9,0.78,0.42,0.08,
남자,10,싸이커스,40.1,0.0,9.9,15.1,9.9,5.3,0,0.49,0.75,0.66,0.53,
남자,11,제로베이스원,39.4,6.3,1.6,16.6,11.0,3.9,0.18,0.08,0.83,0.73,0.39,
남자,12,플레이브,38.9,19.4,9.8,8.8,0.0,0.8,0.55,0.49,0.44,0,0.08,
남자,13,아이딧,37.4,0.0,12.8,13.7,8.2,2.8,0,0.64,0.68,0.55,0.28,
남자,14,라이즈,36.8,10.5,9.8,15.8,0.0,0.6,0.3,0.49,0.79,0,0.06,
남자,15,투모로우바이투게더,34.7,13.6,10.5,9.3,0.0,1.3,0.39,0.52,0.47,0,0.13,
남자,16,롱샷,33.6,1.8,19.0,9.4,0.0,3.3,0.05,0.95,0.47,0,0.33,
남자,17,크래비티,33.5,0.0,9.8,15.0,6.9,1.8,0,0.49,0.75,0.46,0.18,
남자,18,세븐틴,32.2,11.6,9.5,9.4,0.0,1.7,0.33,0.48,0.47,0,0.17,
남자,19,클로즈 유어 아이즈,32.0,0.0,10.6,15.6,4.9,0.9,0,0.53,0.78,0.33,0.09,
남자,20,앤더블,28.6,2.7,0.0,10.3,11.5,4.1,0.08,0,0.52,0.77,0.41,신규데뷔
남자,21,올데이프로젝트,28.6,14.3,1.9,9.8,0.0,2.5,0.41,0.1,0.49,0,0.25,
남자,22,키빗업,28.5,0.0,8.0,14.1,5.5,0.9,0,0.4,0.71,0.37,0.09,
남자,23,유나이트,27.7,0.0,8.0,13.0,5.8,0.9,0,0.4,0.65,0.38,0.09,
남자,24,엔하이픈,26.3,4.2,9.9,9.8,0.0,2.4,0.12,0.49,0.49,0,0.24,
남자,25,스트레이키즈,23.3,3.4,9.2,9.5,0.0,1.2,0.1,0.46,0.48,0,0.12,
남자,26,드리핀,22.7,0.0,9.3,12.6,0.0,0.8,0,0.46,0.63,0,0.08,
남자,27,나우즈,21.7,0.5,7.6,12.9,0.0,0.7,0.01,0.38,0.64,0,0.07,
남자,28,네이즈,21.2,0.0,8.6,0.0,6.3,6.2,0,0.43,0,0.42,0.62,🔍검색과대-verify
남자,29,몬스타엑스,20.9,1.8,0.7,8.0,8.7,1.7,0.05,0.04,0.4,0.58,0.17,
남자,30,루네이트,20.8,0.0,8.3,11.9,0.0,0.6,0,0.41,0.59,0,0.06,
남자,31,에이티즈,20.0,0.0,8.9,9.2,0.0,1.9,0,0.45,0.46,0,0.19,
남자,32,앰퍼샌드원,19.9,0.0,11.8,7.4,0.0,0.6,0,0.59,0.37,0,0.06,
남자,33,킥플립,19.1,1.0,9.9,7.4,0.0,0.7,0.03,0.5,0.37,0,0.07,
남자,34,피원하모니,18.9,0.0,9.4,8.5,0.0,0.9,0,0.47,0.43,0,0.09,
남자,35,트레저,18.6,0.0,1.6,15.9,0.0,1.1,0,0.08,0.79,0,0.11,
남자,36,드래곤포니,18.5,0.0,7.7,6.7,0.0,4.1,0,0.38,0.33,0,0.41,
남자,37,더씬드롬,18.3,0.0,6.9,10.8,0.0,0.5,0,0.35,0.54,0,0.05,
남자,38,엑스디너리 히어로즈,17.9,0.0,9.1,7.9,0.0,1.0,0,0.45,0.4,0,0.1,
남자,39,데일리디렉션,17.7,0.0,10.1,7.1,0.0,0.6,0,0.5,0.36,0,0.06,
남자,40,아홉,17.2,0.0,8.9,7.7,0.0,0.6,0,0.44,0.39,0,0.06,
남자,41,펜타곤,16.8,0.0,0.9,15.1,0.0,0.8,0,0.04,0.75,0,0.08,
남자,42,더윈드,16.2,0.0,8.4,7.0,0.0,0.8,0,0.42,0.35,0,0.08,
남자,43,아이덴티티,16.2,0.0,2.2,12.6,0.0,1.4,0,0.11,0.63,0,0.14,
남자,44,유어즈,16.2,0.0,8.6,0.0,6.5,1.0,0,0.43,0,0.44,0.1,
남자,45,모디세이,16.2,0.0,8.2,7.2,0.0,0.8,0,0.41,0.36,0,0.08,
남자,46,올아워즈,16.0,0.0,8.0,7.3,0.0,0.7,0,0.4,0.37,0,0.07,
남자,47,엔카이브,15.9,0.0,7.1,8.3,0.0,0.5,0,0.35,0.42,0,0.05,
남자,48,에잇턴,15.9,0.0,8.1,7.3,0.0,0.6,0,0.4,0.36,0,0.06,
남자,49,이븐,15.9,0.0,2.3,8.4,4.1,1.0,0,0.12,0.42,0.28,0.1,
남자,50,오메가엑스,15.8,0.0,2.6,12.6,0.0,0.6,0,0.13,0.63,0,0.06,
남자,51,누에라,15.8,0.0,8.9,6.3,0.0,0.7,0,0.44,0.31,0,0.07,
남자,52,원팩트,15.7,0.0,8.3,6.8,0.0,0.6,0,0.42,0.34,0,0.06,
남자,53,뉴비트,15.7,0.0,8.1,6.9,0.0,0.7,0,0.41,0.34,0,0.07,
남자,54,파우,15.5,0.0,1.7,13.3,0.0,0.5,0,0.09,0.66,0,0.05,
남자,55,아크,15.5,0.0,8.3,6.4,0.0,0.7,0,0.42,0.32,0,0.07,
남자,56,씨아이엑스,15.1,0.0,1.0,13.3,0.0,0.8,0,0.05,0.67,0,0.08,
남자,57,다이몬,15.0,0.0,3.0,11.5,0.0,0.6,0,0.15,0.57,0,0.06,
남자,58,튜넥스,14.6,0.0,7.8,6.2,0.0,0.7,0,0.39,0.31,0,0.07,
남자,59,티아이오티,14.4,0.0,7.9,6.0,0.0,0.6,0,0.39,0.3,0,0.06,
남자,60,더보이즈,14.1,0.0,2.1,8.3,0.0,3.7,0,0.1,0.42,0,0.37,
남자,61,엠씨엔디,14.0,0.0,1.3,12.2,0.0,0.5,0,0.06,0.61,0,0.05,
남자,62,엠빅,13.9,0.0,7.5,5.9,0.0,0.5,0,0.37,0.29,0,0.05,
남자,63,아이콘,13.7,2.2,0.5,9.5,0.0,1.5,0.06,0.02,0.47,0,0.15,
남자,64,어센트,13.4,0.0,7.1,5.7,0.0,0.6,0,0.36,0.29,0,0.06,
남자,65,에이머스,12.3,0.0,6.5,5.3,0.0,0.5,0,0.33,0.26,0,0.05,
남자,66,하우,12.2,0.0,2.8,8.8,0.0,0.6,0,0.14,0.44,0,0.06,
남자,67,이스트샤인,12.1,0.0,6.3,5.3,0.0,0.5,0,0.32,0.27,0,0.05,
남자,68,엔시티 드림,11.9,1.7,0.6,8.5,0.0,1.0,0.05,0.03,0.43,0,0.1,
남자,69,에이티비오,11.8,0.0,1.7,9.5,0.0,0.6,0,0.09,0.48,0,0.06,
남자,70,데이차일드,11.1,0.0,5.9,4.7,0.0,0.5,0,0.29,0.24,0,0.05,
남자,71,피커스,11.0,0.0,5.5,4.9,0.0,0.6,0,0.27,0.25,0,0.06,
남자,72,아스트로,10.9,0.0,0.6,8.5,0.0,1.9,0,0.03,0.42,0,0.19,
남자,73,에이비식스,10.6,0.0,0.8,6.9,0.0,3.0,0,0.04,0.34,0,0.3,
남자,74,에이엠피,10.6,0.0,2.3,7.7,0.0,0.7,0,0.11,0.38,0,0.07,
남자,75,블리처스,10.2,0.0,2.0,7.6,0.0,0.5,0,0.1,0.38,0,0.05,
남자,76,소디엑,9.9,0.0,2.1,7.3,0.0,0.6,0,0.1,0.37,0,0.06,
남자,77,온앤오프,9.9,0.0,1.7,7.3,0.0,1.0,0,0.08,0.36,0,0.1,
남자,78,엔시티 일이칠,9.8,0.0,0.3,8.7,0.0,0.8,0,0.01,0.44,0,0.08,
남자,79,나인아이,9.8,0.0,2.8,6.5,0.0,0.5,0,0.14,0.33,0,0.05,
남자,80,골든차일드,9.8,0.0,1.3,7.8,0.0,0.7,0,0.06,0.39,0,0.07,
남자,81,템페스트,9.7,0.0,2.4,6.7,0.0,0.7,0,0.12,0.33,0,0.07,
남자,82,더뉴식스,9.7,0.0,2.1,7.1,0.0,0.5,0,0.11,0.35,0,0.05,
남자,83,원어스,9.5,0.0,1.0,7.7,0.0,0.7,0,0.05,0.39,0,0.07,
남자,84,이펙스,9.3,0.0,1.7,7.0,0.0,0.7,0,0.08,0.35,0,0.07,
남자,85,더킹덤,9.1,0.0,2.0,6.5,0.0,0.5,0,0.1,0.33,0,0.05,
남자,86,에스에프나인,9.1,0.0,1.2,7.0,0.0,0.8,0,0.06,0.35,0,0.08,
남자,87,배너,9.0,0.0,1.7,6.2,0.0,1.1,0,0.08,0.31,0,0.11,
남자,88,엔싸인,8.9,0.0,2.3,5.9,0.0,0.6,0,0.12,0.3,0,0.06,
남자,89,판타지보이즈,8.8,0.0,1.9,6.3,0.0,0.6,0,0.09,0.31,0,0.06,
남자,90,엘라스트,8.7,0.0,1.9,6.3,0.0,0.6,0,0.09,0.31,0,0.06,
남자,91,다크비,8.7,0.0,1.6,6.5,0.0,0.6,0,0.08,0.32,0,0.06,
남자,92,휘브,8.7,0.0,1.5,6.5,0.0,0.7,0,0.07,0.33,0,0.07,
남자,93,비에이이일칠삼,8.6,0.0,1.6,6.4,0.0,0.6,0,0.08,0.32,0,0.06,
남자,94,트렌드지,8.4,0.0,1.6,6.2,0.0,0.5,0,0.08,0.31,0,0.05,
남자,95,워터파이어,8.4,0.0,3.1,4.8,0.0,0.5,0,0.15,0.24,0,0.05,
남자,96,미래소년,8.4,0.0,1.7,6.7,0.0,0.0,0,0.08,0.33,0,0.0,
남자,97,노매드,8.3,0.0,2.2,6.1,0.0,0.0,0,0.11,0.31,0,0.0,
남자,98,이오닛,8.2,0.0,3.3,4.4,0.0,0.5,0,0.16,0.22,0,0.05,
남자,99,위아이,8.2,0.0,1.3,6.3,0.0,0.6,0,0.07,0.31,0,0.06,
남자,100,웨이커,7.9,0.0,1.6,5.7,0.0,0.5,0,0.08,0.29,0,0.05,
남자,101,비디유,7.7,0.0,2.1,5.2,0.0,0.5,0,0.1,0.26,0,0.05,
남자,102,비보이즈,7.4,0.0,2.1,4.7,0.0,0.6,0,0.1,0.24,0,0.06,
남자,103,세븐어스,6.8,0.0,1.6,4.7,0.0,0.5,0,0.08,0.23,0,0.05,
