성별,순위,그룹,흥행점수,A기여,B기여,C기여,D기여,E기여,A,B,C,D,E,플래그
여자,25,트와이스,32.1,10.2,9.8,9.9,0.0,2.2,0.29,0.49,0.49,0,0.22,
여자,26,유스피어,29.1,0.0,7.7,12.3,8.1,1.0,0,0.39,0.61,0.54,0.1,
여자,27,큐더블유이알,28.3,11.4,8.4,7.9,0.0,0.7,0.32,0.42,0.39,0,0.07,
여자,28,올데이프로젝트,25.6,14.8,0.7,8.6,0.0,1.5,0.42,0.04,0.43,0,0.15,
여자,29,베이비돈크라이,25.0,1.0,9.1,7.4,4.6,2.9,0.03,0.46,0.37,0.3,0.29,
여자,30,프림로즈,24.9,0.0,7.3,11.9,5.0,0.6,0,0.36,0.6,0.33,0.06,
여자,31,오마이걸,24.4,6.1,0.7,15.5,0.0,2.1,0.17,0.03,0.77,0,0.21,
여자,32,하이키,23.5,6.7,7.9,8.4,0.0,0.6,0.19,0.4,0.42,0,0.06,
여자,33,아르테미스,23.1,0.0,7.7,14.5,0.0,0.9,0,0.38,0.72,0,0.09,
여자,34,오위스,23.0,0.0,8.0,14.4,0.0,0.6,0,0.4,0.72,0,0.06,
여자,35,메이딘,21.3,0.0,8.8,12.5,0.0,0.0,0,0.44,0.63,0,0.0,
여자,36,아이칠린,20.4,0.0,7.1,12.7,0.0,0.6,0,0.35,0.64,0,0.06,
여자,37,언차일드,19.8,2.2,8.9,7.7,0.0,0.9,0.06,0.45,0.39,0,0.09,
여자,38,이프아이,17.8,0.0,9.2,7.8,0.0,0.7,0,0.46,0.39,0,0.07,
여자,39,아트비트,17.4,0.0,7.8,9.0,0.0,0.6,0,0.39,0.45,0,0.06,
여자,40,영파씨,17.3,0.0,8.5,8.0,0.0,0.8,0,0.42,0.4,0,0.08,
여자,41,블랙스완,16.9,0.0,7.5,8.5,0.0,0.8,0,0.38,0.43,0,0.08,
여자,42,위클리,16.5,0.0,0.4,15.6,0.0,0.5,0,0.02,0.78,0,0.05,
여자,43,세이마이네임,16.4,0.0,7.8,7.6,0.0,1.0,0,0.39,0.38,0,0.1,
여자,44,키라스,16.2,0.0,8.8,6.8,0.0,0.7,0,0.44,0.34,0,0.07,
여자,45,트라이비,16.2,0.0,0.8,14.8,0.0,0.5,0,0.04,0.74,0,0.05,
여자,46,유니스,16.1,0.0,8.0,8.1,0.0,0.0,0,0.4,0.4,0,0.0,
여자,47,루셈블,16.0,0.0,0.9,14.5,0.0,0.5,0,0.04,0.73,0,0.05,
여자,48,우주소녀,15.1,0.0,0.7,13.4,0.0,1.0,0,0.04,0.67,0,0.1,
여자,49,힛지스,15.1,0.0,7.4,7.0,0.0,0.7,0,0.37,0.35,0,0.07,
여자,50,오드유스,15.0,0.0,7.6,6.5,0.0,0.9,0,0.38,0.32,0,0.09,
여자,51,스텔라라이브,14.7,0.0,7.8,6.4,0.0,0.5,0,0.39,0.32,0,0.05,
여자,52,에스투잇,13.9,0.0,7.8,5.5,0.0,0.6,0,0.39,0.28,0,0.06,
여자,53,비비지,13.5,3.5,0.0,8.5,0.0,1.6,0.1,0.0,0.42,0,0.16,
여자,54,우당탕탕 소녀단,13.5,0.0,6.5,6.5,0.0,0.6,0,0.32,0.32,0,0.06,
여자,55,로켓펀치,13.3,0.0,0.9,11.8,0.0,0.6,0,0.05,0.59,0,0.06,
여자,56,크랙시,12.8,0.0,2.0,10.3,0.0,0.5,0,0.1,0.51,0,0.05,
여자,57,븨븨에스,12.6,0.0,5.3,6.7,0.0,0.7,0,0.26,0.34,0,0.07,
여자,58,지니어스,12.1,0.0,6.6,5.5,0.0,0.0,0,0.33,0.27,0,0.0,
여자,59,에이디야,11.7,0.0,1.1,10.1,0.0,0.5,0,0.05,0.5,0,0.05,
여자,60,아이몬드,11.3,0.0,2.4,8.4,0.0,0.5,0,0.12,0.42,0,0.05,
여자,61,캔디샵,10.9,0.0,0.7,10.2,0.0,0.0,0,0.04,0.51,0,0.0,
여자,62,유니코드,10.9,0.0,2.8,8.1,0.0,0.0,0,0.14,0.4,0,0.0,
여자,63,아일리원,10.7,0.0,0.4,9.7,0.0,0.5,0,0.02,0.49,0,0.05,
여자,64,스모즈,10.7,0.0,3.1,7.1,0.0,0.5,0,0.15,0.36,0,0.05,
여자,65,아이리제,9.8,0.0,2.7,6.6,0.0,0.5,0,0.13,0.33,0,0.05,
여자,66,첫사랑,9.4,0.0,1.7,7.2,0.0,0.5,0,0.08,0.36,0,0.05,
여자,67,드림캐쳐,9.4,0.0,0.6,8.1,0.0,0.7,0,0.03,0.4,0,0.07,
여자,68,수피아,9.4,0.0,0.9,7.8,0.0,0.7,0,0.04,0.39,0,0.07,
여자,69,아이리스,9.2,0.0,1.7,6.0,0.0,1.6,0,0.08,0.3,0,0.16,
여자,70,배드빌런,9.2,0.0,0.7,7.7,0.0,0.8,0,0.03,0.39,0,0.08,
여자,71,퍼플키스,9.2,0.0,0.3,8.2,0.0,0.6,0,0.02,0.41,0,0.06,
여자,72,우아,9.1,0.0,0.5,7.9,0.0,0.8,0,0.02,0.39,0,0.08,
여자,73,어블룸,9.1,0.0,1.3,7.1,0.0,0.7,0,0.06,0.35,0,0.07,
여자,74,시크릿넘버,8.9,0.0,0.4,8.0,0.0,0.5,0,0.02,0.4,0,0.05,
여자,75,케플러,8.9,0.0,0.2,8.2,0.0,0.5,0,0.01,0.41,0,0.05,
여자,76,레이턴시,8.7,0.0,1.0,6.8,0.0,0.9,0,0.05,0.34,0,0.09,
여자,77,위나,8.7,0.0,2.4,5.7,0.0,0.6,0,0.12,0.28,0,0.06,
여자,78,러브원,8.0,0.0,1.3,6.1,0.0,0.5,0,0.07,0.3,0,0.05,
여자,79,비웨이브,7.8,0.0,1.2,6.1,0.0,0.6,0,0.06,0.3,0,0.06,
여자,80,버비,7.1,0.0,1.0,5.6,0.0,0.6,0,0.05,0.28,0,0.06,
여자,81,트레이서,5.8,0.0,1.9,3.9,0.0,0.0,0,0.09,0.2,0,0.0,
여자,82,위치스,1.7,0.0,1.2,0.0,0.0,0.5,0,0.06,0,0,0.05,
남자,1,코르티스,82.8,31.8,17.6,18.1,9.0,6.3,0.91,0.88,0.91,0.6,0.63,
남자,2,보이넥스트도어,69.7,24.7,11.1,17.8,11.2,5.0,0.71,0.55,0.89,0.74,0.5,
남자,3,라이즈,57.9,18.5,10.9,17.2,10.5,0.7,0.53,0.54,0.86,0.7,0.07,
남자,4,방탄소년단,55.8,30.7,10.7,10.4,0.0,4.0,0.88,0.54,0.52,0,0.4,
남자,5,앤더블,46.3,0.0,19.1,16.5,8.6,2.2,0,0.96,0.83,0.57,0.22,
남자,6,엑스러브,45.6,1.3,12.7,17.2,7.4,7.0,0.04,0.64,0.86,0.49,0.7,
남자,7,트레저,45.6,0.0,10.1,17.5,12.7,5.3,0,0.5,0.88,0.85,0.53,
남자,8,알파드라이브원,38.4,1.5,10.7,16.5,7.3,2.4,0.04,0.54,0.82,0.49,0.24,
남자,9,에이티즈,36.9,2.3,10.6,8.5,12.1,3.4,0.07,0.53,0.42,0.81,0.34,
남자,10,투어스,35.7,15.1,11.1,7.7,0.0,1.9,0.43,0.55,0.38,0,0.19,
남자,11,온앤오프,33.5,1.1,8.0,13.9,5.7,4.8,0.03,0.4,0.69,0.38,0.48,
남자,12,아이딧,33.3,0.0,11.1,14.3,5.6,2.3,0,0.55,0.72,0.37,0.23,
남자,13,소디엑,33.2,0.0,9.0,13.7,9.8,0.7,0,0.45,0.69,0.65,0.07,
남자,14,플레이브,33.2,13.9,9.7,6.5,0.0,2.9,0.4,0.49,0.33,0,0.29,
남자,15,롱샷,32.3,1.0,13.7,8.7,7.2,1.8,0.03,0.68,0.43,0.48,0.18,
남자,16,투모로우바이투게더,31.9,10.9,11.2,8.5,0.0,1.4,0.31,0.56,0.42,0,0.14,
남자,17,싸이커스,31.5,0.0,10.1,14.8,5.2,1.4,0,0.51,0.74,0.35,0.14,
남자,18,세븐틴,30.9,8.4,10.7,8.6,0.0,3.2,0.24,0.54,0.43,0,0.32,
남자,19,아홉,30.8,0.5,9.1,13.8,6.5,0.8,0.01,0.46,0.69,0.43,0.08,
남자,20,데이식스,29.1,17.9,1.5,8.3,0.0,1.4,0.51,0.07,0.42,0,0.14,
남자,21,이펙스,28.7,0.0,2.8,13.8,5.6,6.5,0,0.14,0.69,0.37,0.65,🔍차트외화제-verify(음방有)
남자,22,제로베이스원,25.9,2.2,0.9,16.6,4.5,1.8,0.06,0.04,0.83,0.3,0.18,
남자,23,스트레이키즈,25.9,3.2,10.7,9.2,0.0,2.8,0.09,0.53,0.46,0,0.28,
남자,24,올데이프로젝트,25.7,14.2,2.0,7.6,0.0,1.8,0.41,0.1,0.38,0,0.18,
남자,25,에잇턴,22.5,0.0,8.8,13.1,0.0,0.6,0,0.44,0.65,0,0.06,
남자,26,올아워즈,22.5,0.0,8.2,13.6,0.0,0.6,0,0.41,0.68,0,0.06,
남자,27,엔하이픈,22.3,1.3,10.4,8.7,0.0,1.9,0.04,0.52,0.43,0,0.19,
남자,28,킥플립,22.2,0.0,9.5,6.5,4.4,1.7,0,0.48,0.33,0.29,0.17,
남자,29,오메가엑스,22.1,0.0,8.1,13.3,0.0,0.7,0,0.41,0.66,0,0.07,
남자,30,더윈드,21.7,0.0,8.6,12.4,0.0,0.7,0,0.43,0.62,0,0.07,
남자,31,아이콘,21.3,1.9,1.8,16.6,0.0,1.0,0.05,0.09,0.83,0,0.1,
남자,32,드리핀,21.3,0.0,8.9,11.8,0.0,0.6,0,0.45,0.59,0,0.06,
남자,33,드래곤포니,21.1,0.0,7.4,12.8,0.0,0.9,0,0.37,0.64,0,0.09,
남자,34,누에라,21.0,0.0,9.1,11.3,0.0,0.6,0,0.45,0.56,0,0.06,
남자,35,튜넥스,20.5,0.0,7.7,12.1,0.0,0.7,0,0.38,0.6,0,0.07,
남자,36,클로즈 유어 아이즈,19.6,0.0,9.5,6.8,2.5,0.9,0,0.47,0.34,0.17,0.09,
남자,37,에이티투메이저,19.0,0.0,12.2,6.1,0.0,0.7,0,0.61,0.31,0,0.07,
남자,38,엑스디너리 히어로즈,18.6,0.0,8.7,7.0,0.0,2.9,0,0.44,0.35,0,0.29,
남자,39,몬스타엑스,18.3,0.0,1.4,15.3,0.0,1.7,0,0.07,0.76,0,0.17,
남자,40,피원하모니,18.2,0.0,9.4,7.8,0.0,0.9,0,0.47,0.39,0,0.09,
남자,41,유어즈,18.1,0.0,9.2,8.3,0.0,0.7,0,0.46,0.41,0,0.07,
남자,42,네이즈,18.0,0.0,8.5,8.6,0.0,0.9,0,0.42,0.43,0,0.09,
남자,43,엘라스트,17.9,0.0,6.0,11.3,0.0,0.6,0,0.3,0.56,0,0.06,
남자,44,넥스지,17.6,0.0,10.3,6.4,0.0,0.9,0,0.52,0.32,0,0.09,
남자,45,나우즈,17.6,0.0,9.7,7.3,0.0,0.7,0,0.48,0.36,0,0.07,
남자,46,앰퍼샌드원,17.2,0.0,10.7,5.9,0.0,0.7,0,0.53,0.3,0,0.07,
남자,47,더씬드롬,17.1,0.0,6.4,10.1,0.0,0.5,0,0.32,0.51,0,0.05,
남자,48,에이엠피,16.1,0.0,3.4,12.0,0.0,0.7,0,0.17,0.6,0,0.07,
남자,49,크래비티,15.9,0.0,9.0,5.9,0.0,1.0,0,0.45,0.3,0,0.1,
남자,50,모디세이,15.8,0.0,7.6,5.7,1.7,0.8,0,0.38,0.29,0.12,0.08,
남자,51,더뉴식스,15.6,0.0,1.9,13.2,0.0,0.5,0,0.1,0.66,0,0.05,
남자,52,데이차일드,15.3,0.0,6.3,8.4,0.0,0.5,0,0.32,0.42,0,0.05,
남자,53,뉴비트,15.2,0.0,9.0,5.5,0.0,0.6,0,0.45,0.28,0,0.06,
남자,54,피커스,15.1,0.0,6.0,8.6,0.0,0.6,0,0.3,0.43,0,0.06,
남자,55,루네이트,14.9,0.0,8.6,5.5,0.0,0.8,0,0.43,0.28,0,0.08,
남자,56,원팩트,14.8,0.0,8.1,6.0,0.0,0.6,0,0.41,0.3,0,0.06,
남자,57,데일리디렉션,14.6,0.0,8.8,5.3,0.0,0.6,0,0.44,0.27,0,0.06,
남자,58,휘브,14.2,0.0,2.4,11.2,0.0,0.6,0,0.12,0.56,0,0.06,
남자,59,키빗업,14.2,0.0,8.1,5.5,0.0,0.7,0,0.4,0.27,0,0.07,
남자,60,아크,14.0,0.0,7.8,5.3,0.0,0.9,0,0.39,0.27,0,0.09,
남자,61,트렌드지,14.0,0.0,2.2,11.3,0.0,0.5,0,0.11,0.56,0,0.05,
남자,62,엔싸인,13.8,0.0,8.1,5.1,0.0,0.6,0,0.4,0.26,0,0.06,
남자,63,다이몬,13.2,0.0,1.6,11.0,0.0,0.6,0,0.08,0.55,0,0.06,
남자,64,티아이오티,13.2,0.0,7.6,5.0,0.0,0.6,0,0.38,0.25,0,0.06,
남자,65,판타지보이즈,12.9,0.0,1.9,10.4,0.0,0.6,0,0.09,0.52,0,0.06,
남자,66,어센트,12.9,0.0,6.9,5.5,0.0,0.6,0,0.34,0.27,0,0.06,
남자,67,미래소년,12.7,0.0,2.1,10.6,0.0,0.0,0,0.1,0.53,0,0.0,
남자,68,비디유,12.6,0.0,1.6,10.5,0.0,0.5,0,0.08,0.52,0,0.05,
남자,69,노매드,11.9,0.0,7.2,4.7,0.0,0.0,0,0.36,0.24,0,0.0,
남자,70,엔시티 드림,11.9,1.6,1.1,8.1,0.0,1.0,0.05,0.06,0.41,0,0.1,
남자,71,펜타곤,11.5,0.0,2.7,8.0,0.0,0.8,0,0.13,0.4,0,0.08,
남자,72,비보이즈,11.5,0.0,6.8,4.1,0.0,0.6,0,0.34,0.21,0,0.06,
남자,73,엔카이브,11.4,0.0,6.4,4.5,0.0,0.5,0,0.32,0.22,0,0.05,
남자,74,세븐어스,11.1,0.0,2.0,8.6,0.0,0.5,0,0.1,0.43,0,0.05,
남자,75,엠빅,10.9,0.0,6.1,4.3,0.0,0.5,0,0.3,0.21,0,0.05,
남자,76,더보이즈,10.0,0.0,1.9,7.3,0.0,0.8,0,0.09,0.36,0,0.08,
남자,77,아스트로,9.9,0.0,1.3,7.3,0.0,1.3,0,0.06,0.37,0,0.13,
남자,78,나인아이,9.8,0.0,2.2,7.0,0.0,0.5,0,0.11,0.35,0,0.05,
남자,79,엔시티 일이칠,9.7,0.0,1.0,8.0,0.0,0.8,0,0.05,0.4,0,0.08,
남자,80,아이덴티티,9.7,0.0,1.9,6.1,0.0,1.7,0,0.09,0.3,0,0.17,
남자,81,원어스,9.4,0.0,1.6,7.1,0.0,0.8,0,0.08,0.35,0,0.08,
남자,82,골든차일드,9.3,0.0,1.8,6.8,0.0,0.6,0,0.09,0.34,0,0.06,
남자,83,배너,9.2,0.0,2.1,5.1,0.0,2.0,0,0.1,0.26,0,0.2,
남자,84,에스에프나인,9.2,0.0,1.7,6.8,0.0,0.8,0,0.08,0.34,0,0.08,
남자,85,이븐,9.2,0.0,1.9,6.6,0.0,0.8,0,0.09,0.33,0,0.08,
남자,86,씨아이엑스,9.1,0.0,1.7,6.8,0.0,0.6,0,0.08,0.34,0,0.06,
남자,87,유나이트,8.8,0.0,2.9,5.3,0.0,0.7,0,0.15,0.26,0,0.07,
남자,88,더킹덤,8.7,0.0,2.5,5.6,0.0,0.5,0,0.13,0.28,0,0.05,
남자,89,에이비식스,8.7,0.0,1.7,6.2,0.0,0.8,0,0.08,0.31,0,0.08,
남자,90,다크비,8.7,0.0,2.0,5.9,0.0,0.7,0,0.1,0.29,0,0.07,
남자,91,템페스트,8.6,0.0,2.3,5.7,0.0,0.7,0,0.11,0.28,0,0.07,
남자,92,엠씨엔디,8.5,0.0,1.9,6.1,0.0,0.5,0,0.09,0.31,0,0.05,
남자,93,블리처스,8.3,0.0,1.9,5.8,0.0,0.5,0,0.1,0.29,0,0.05,
남자,94,위아이,8.1,0.0,1.5,5.9,0.0,0.7,0,0.07,0.3,0,0.07,
남자,95,비에이이일칠삼,8.0,0.0,1.8,5.5,0.0,0.6,0,0.09,0.27,0,0.06,
남자,96,파우,7.8,0.0,2.2,5.6,0.0,0.0,0,0.11,0.28,0,0.0,
남자,97,웨이커,7.4,0.0,2.2,4.6,0.0,0.5,0,0.11,0.23,0,0.05,
남자,98,에이머스,7.4,0.0,2.2,4.6,0.0,0.5,0,0.11,0.23,0,0.05,
남자,99,이오닛,6.7,0.0,1.6,4.5,0.0,0.5,0,0.08,0.23,0,0.05,
남자,100,하우,6.5,0.0,2.3,3.6,0.0,0.6,0,0.11,0.18,0,0.06,
남자,101,에이티비오,6.0,0.0,0.5,4.9,0.0,0.6,0,0.02,0.24,0,0.06,
남자,102,이스트샤인,5.9,0.0,1.7,3.8,0.0,0.5,0,0.08,0.19,0,0.05,
남자,103,워터파이어,5.5,0.0,1.6,3.4,0.0,0.5,0,0.08,0.17,0,0.05,
남자,104,베이온,0.8,0.0,0.0,0.0,0.0,0.8,0,0,0,0,0.08,신규데뷔
